UWI,FECHA,ACEITE,GAS,AGUA
BR819,01/05/1965,1785,0,0
AB257,01/11/1973,26550,22470,0
TR758,01/11/1973,122600,112100,0
ON369,01/11/1973,65134,36450,0
DS652,01/11/1973,61277,60180,0
CC782,01/11/1973,30104,21750,0
YP570,01/11/1973,41720,35350,0
TF413,01/11/1973,795,1130,0
TF335,01/11/1973,32780,23690,0
BR819,01/11/1973,92363,72450,0
BR710,01/11/1973,32634,23230,0
AB494,01/11/1973,57372,34780,0
DS527,01/11/1973,22434,17600,0
CC504,01/11/1973,27840,29500,0
DS241,01/11/1973,40791,28840,0
BR118,01/11/1973,24032,16480,0
TR791,01/11/1973,69407,45050,0
YP676,01/11/1973,45136,35340,0
TF143,01/11/1973,99506,72090,0
CC636,01/11/1973,24250,22040,0
ON394,01/11/1973,127191,93060,0
BR312,01/11/1973,63903,56260,0
BR704,01/11/1973,49770,35520,0
TF359,01/11/1973,1849,1720,0
RK403,01/11/1973,101200,58480,0
CC782,01/12/1973,20055,16050,0
CC636,01/12/1973,40772,33060,0
BR819,01/12/1973,46135,39600,0
BR704,01/12/1973,20174,19440,0
TR758,01/12/1973,39276,35650,0
BR710,01/12/1973,25320,20900,0
TR791,01/12/1973,20638,16380,0
ON369,01/12/1973,27436,22880,0
TF143,01/12/1973,153680,94500,0
AB257,01/12/1973,27150,17600,0
TR791,01/01/1974,480759,452400,0
BR710,01/01/1974,433258,435660,0
ON369,01/01/1974,436727,354000,0
BR819,01/01/1974,711262,453220,0
DS652,01/01/1974,244911,196940,0
TF740,01/01/1974,19180,4050,0
AB257,01/01/1974,470250,335920,0
CC636,01/01/1974,434361,339840,0
DS241,01/01/1974,494022,401310,0
BR704,01/01/1974,513175,383800,0
YP676,01/01/1974,151181,140000,0
AB494,01/01/1974,123407,123600,0
DS698,01/01/1974,1900,0,0
TR758,01/01/1974,807612,473860,0
TF740,01/01/1974,11829,840,0
RK403,01/01/1974,292122,203810,0
RK345,01/01/1974,5551,4720,0
CC504,01/01/1974,240777,154560,0
BR312,01/01/1974,226964,224000,0
TF335,01/01/1974,216425,127880,0
CC782,01/01/1974,209049,156600,0
ON394,01/01/1974,401876,260000,0
YP570,01/01/1974,207770,195030,0
AB257,01/02/1974,645141,392490,0
RK345,01/02/1974,156321,124320,0
CC636,01/02/1974,744239,574770,0
TF740,01/02/1974,350764,276000,0
AB494,01/02/1974,456359,462560,0
ON394,01/02/1974,358740,277000,0
YP676,01/02/1974,467731,317000,0
RK403,01/02/1974,565105,467620,0
TR758,01/02/1974,475585,388080,0
TR791,01/02/1974,320453,226950,0
DS652,01/02/1974,629487,439950,0
DS698,01/02/1974,42622,38110,0
BR819,01/02/1974,594755,497280,0
BR710,01/02/1974,405819,253530,0
DS241,01/02/1974,318561,336300,0
CC504,01/02/1974,837149,680680,0
ON369,01/02/1974,576708,496850,0
BR312,01/02/1974,267572,173810,0
TF335,01/02/1974,585663,444150,0
BR704,01/02/1974,294424,217620,0
YP570,01/02/1974,435105,370500,0
TR791,01/03/1974,492924,384420,0
RK403,01/03/1974,753324,617100,0
BR710,01/03/1974,603335,517750,0
DS241,01/03/1974,481378,298080,0
TF740,01/03/1974,916335,707600,0
TF335,01/03/1974,360901,267200,0
BR704,01/03/1974,547463,469700,0
AB257,01/03/1974,812120,738990,0
BR312,01/03/1974,181305,147900,0
YP676,01/03/1974,545950,296000,0
AB494,01/03/1974,203356,131320,0
BR819,01/03/1974,753074,656180,0
DS652,01/03/1974,965474,708480,0
YP570,01/03/1974,943158,530370,0
ON369,01/03/1974,991350,693000,0
DS698,01/03/1974,89121,59760,0
CC504,01/03/1974,102996,72240,0
CC636,01/03/1974,761401,700960,0
RK345,01/03/1974,352165,159900,0
ON394,01/03/1974,454660,411070,0
TF143,01/03/1974,70199,38880,0
TR758,01/03/1974,881797,574740,0
AB257,01/04/1974,618617,421330,0
DS698,01/04/1974,512731,391830,0
YP570,01/04/1974,638361,598130,0
BR312,01/04/1974,398837,214400,0
BR118,01/04/1974,95,0,0
TR791,01/04/1974,774086,603570,0
BR819,01/04/1974,551711,493830,0
TR758,01/04/1974,859512,667800,0
BR704,01/04/1974,740237,601920,0
DS652,01/04/1974,565920,520380,0
ON369,01/04/1974,718850,680680,0
AB494,01/04/1974,738106,434130,0
CC636,01/04/1974,806746,652700,0
TF740,01/04/1974,767585,664900,0
CC504,01/04/1974,277926,233100,0
ON394,01/04/1974,548573,345960,0
YP676,01/04/1974,656512,490360,0
RK345,01/04/1974,839526,606670,0
RK403,01/04/1974,638189,354240,0
BR710,01/04/1974,615564,576730,0
DS241,01/04/1974,557398,487600,0
TF335,01/04/1974,328739,271660,0
BR710,01/05/1974,928166,593280,0
AB494,01/05/1974,602701,459910,0
YP676,01/05/1974,741917,758100,0
ON394,01/05/1974,400528,370500,0
RK345,01/05/1974,588624,486720,0
CC636,01/05/1974,384108,397800,0
CC504,01/05/1974,607535,485640,0
TR791,01/05/1974,873953,620880,0
BR819,01/05/1974,552132,516240,0
BR312,01/05/1974,698140,617110,0
DS652,01/05/1974,720056,527250,0
RK403,01/05/1974,389795,384300,0
ON369,01/05/1974,512206,370240,0
YP570,01/05/1974,778046,519140,0
TF267,01/05/1974,11600,0,0
DS241,01/05/1974,541922,556800,0
TF335,01/05/1974,287493,220800,0
BR704,01/05/1974,659432,497770,0
AB257,01/05/1974,738303,447720,0
TF740,01/05/1974,515851,422100,0
TR758,01/05/1974,708349,642000,0
BR819,01/06/1974,613947,372670,0
TF740,01/06/1974,665583,440800,0
ON394,01/06/1974,322887,262800,0
YP676,01/06/1974,539942,429250,0
RK403,01/06/1974,771916,428730,0
TR758,01/06/1974,642523,630630,0
ON369,01/06/1974,478335,317760,0
DS241,01/06/1974,528120,388740,0
CC504,01/06/1974,513660,351740,0
TR791,01/06/1974,710688,529000,0
TF335,01/06/1974,103286,74880,0
AB494,01/06/1974,393603,312090,0
AB257,01/06/1974,722280,554490,0
BR704,01/06/1974,567913,458850,0
DS652,01/06/1974,628583,396480,0
BR312,01/06/1974,497349,332820,0
CC636,01/06/1974,709992,498960,0
YP570,01/06/1974,803893,629050,0
BR710,01/06/1974,615548,615860,0
RK345,01/06/1974,573189,506010,0
RK403,01/07/1974,503423,348700,0
TF740,01/07/1974,548616,315090,0
TR758,01/07/1974,640885,461370,0
DS698,01/07/1974,513538,391880,0
CC504,01/07/1974,660480,404910,0
BR312,01/07/1974,742422,480760,0
DS241,01/07/1974,574033,356160,0
BR819,01/07/1974,384265,327120,0
ON394,01/07/1974,490469,295480,0
AB494,01/07/1974,386635,240960,0
DS652,01/07/1974,790546,471120,0
BR704,01/07/1974,406200,331800,0
TR791,01/07/1974,607119,435540,0
CC782,01/07/1974,386501,267300,0
YP676,01/07/1974,621414,532510,0
TF335,01/07/1974,172881,133340,0
TF267,01/07/1974,148208,0,0
ON369,01/07/1974,178055,127200,0
BR710,01/07/1974,789495,435780,0
TF695,01/07/1974,8784,8143,0
CC636,01/07/1974,607118,518760,0
RK345,01/07/1974,693501,403380,0
TF359,01/07/1974,388058,301500,0
CC633,01/07/1974,56638,0,0
YP570,01/07/1974,705772,537540,0
TF740,01/07/1974,218903,174900,0
AB257,01/07/1974,712856,595080,0
ON397,01/07/1974,206998,0,0
TR758,01/08/1974,507481,350170,0
CC482,01/08/1974,2525,960,0
YP676,01/08/1974,657406,502080,0
TF740,01/08/1974,652429,274550,0
ON369,01/08/1974,497290,413100,0
TF335,01/08/1974,389419,404800,0
ON397,01/08/1974,626127,0,0
TR791,01/08/1974,70862,54720,0
RK345,01/08/1974,511086,331800,0
CC782,01/08/1974,442940,276300,0
BR819,01/08/1974,321675,251920,0
DS652,01/08/1974,357688,269760,0
CC636,01/08/1974,677989,360220,0
BR710,01/08/1974,510491,407340,0
BR704,01/08/1974,358453,329460,0
TF359,01/08/1974,517410,511290,0
DS241,01/08/1974,541921,398650,0
DS698,01/08/1974,693688,449450,0
BR312,01/08/1974,797930,427550,0
TF695,01/08/1974,224845,169059,0
CC504,01/08/1974,585182,386340,0
RK403,01/08/1974,156432,141700,0
YP570,01/08/1974,631026,554040,0
TF267,01/08/1974,787216,0,0
AB257,01/08/1974,595916,396050,0
TF740,01/08/1974,126985,108290,0
ON394,01/08/1974,388164,343850,0
TF695,01/09/1974,640397,518006,0
BR312,01/09/1974,850519,439890,0
AB257,01/09/1974,213318,132000,0
DS652,01/09/1974,283379,212800,0
CC636,01/09/1974,192092,104400,0
YP676,01/09/1974,775112,561800,0
TR758,01/09/1974,479537,290880,0
ON394,01/09/1974,224035,169280,0
ON369,01/09/1974,282355,170520,0
YP181,01/09/1974,32800,0,0
YP570,01/09/1974,229360,242190,0
TF359,01/09/1974,625939,427700,0
CC504,01/09/1974,537182,360750,0
TF740,01/09/1974,162696,113400,0
TF740,01/09/1974,221435,128520,0
BR710,01/09/1974,765534,432000,0
TF267,01/09/1974,801697,0,0
TF335,01/09/1974,462680,244800,0
CC782,01/09/1974,482305,304580,0
BR819,01/09/1974,354294,239400,0
TR791,01/09/1974,291092,170040,0
CC482,01/09/1974,340204,233100,0
AB494,01/09/1974,414234,321440,0
BR704,01/09/1974,564583,465660,0
ON397,01/09/1974,244330,0,0
DS241,01/09/1974,250585,178190,0
DS698,01/09/1974,362074,247800,0
RK345,01/09/1974,649981,333210,0
BR819,01/10/1974,116996,80840,0
RK403,01/10/1974,69747,43500,0
TF335,01/10/1974,326050,251790,0
RK345,01/10/1974,460792,219300,0
YP676,01/10/1974,555708,364800,0
TF359,01/10/1974,475183,340260,0
DS652,01/10/1974,146890,97760,0
YP570,01/10/1974,158094,124020,0
DS241,01/10/1974,104204,78540,0
CC482,01/10/1974,419912,266680,0
ON394,01/10/1974,173215,87300,0
TF740,01/10/1974,236986,147000,0
TF267,01/10/1974,760115,0,0
BR312,01/10/1974,424194,294220,0
ON397,01/10/1974,282810,182160,0
TR791,01/10/1974,49259,31610,0
BR704,01/10/1974,669205,350860,0
TR758,01/10/1974,509004,374680,0
AB257,01/10/1974,244486,238260,0
YP181,01/10/1974,545588,353100,0
BR710,01/10/1974,606374,402210,0
DS698,01/10/1974,135747,99960,0
TF695,01/10/1974,454527,324864,0
TF740,01/10/1974,157036,109480,0
AB494,01/10/1974,360735,296400,0
CC504,01/10/1974,399776,220800,0
CC782,01/10/1974,429083,202930,0
CC636,01/10/1974,273017,190950,0
ON369,01/10/1974,282752,152150,0
TF740,01/11/1974,376291,200030,0
CC482,01/11/1974,728111,315060,0
BR819,01/11/1974,427709,299880,0
BR704,01/11/1974,48799,34200,0
TF695,01/11/1974,363813,225544,0
BR312,01/11/1974,348827,246000,0
ON397,01/11/1974,646884,461340,0
DS241,01/11/1974,67702,37740,0
BR118,01/11/1974,15600,9020,0
TF740,01/11/1974,402914,274550,0
TF335,01/11/1974,777720,478240,0
DS652,01/11/1974,110767,50020,0
TF267,01/11/1974,609619,98770,0
DS873,01/11/1974,13950,0,0
AB257,01/11/1974,629188,432900,0
TR758,01/11/1974,300160,248920,0
DS698,01/11/1974,120922,68040,0
CC504,01/11/1974,778980,533400,0
ON369,01/11/1974,606088,342000,0
RK345,01/11/1974,38462,27140,0
AB494,01/11/1974,750509,609120,0
RK404,01/11/1974,6800,0,0
YP286,01/11/1974,12450,0,0
CC636,01/11/1974,317248,237620,0
BR710,01/11/1974,187934,136880,0
TF359,01/11/1974,164471,106600,0
YP181,01/11/1974,675641,512040,0
YP676,01/11/1974,155037,140120,0
CC636,01/12/1974,273399,187110,0
DS698,01/12/1974,67957,55200,0
AB419,01/12/1974,12240,0,0
CC504,01/12/1974,693095,463100,0
TF740,01/12/1974,188368,157940,0
AB494,01/12/1974,537022,388500,0
TF809,01/12/1974,15750,0,0
ON397,01/12/1974,271525,185300,0
TF695,01/12/1974,561361,286841,0
ON828,01/12/1974,15900,0,0
RK404,01/12/1974,5100,0,0
TF740,01/12/1974,250674,240890,0
TR758,01/12/1974,667107,440640,0
BR812,01/12/1974,12960,0,0
TR791,01/12/1974,16817,10000,0
CC782,01/12/1974,642183,276800,0
YP676,01/12/1974,129788,102960,0
TF267,01/12/1974,363188,228000,0
BR704,01/12/1974,625376,439920,0
TF359,01/12/1974,96619,49590,0
BR518,01/12/1974,17100,0,0
YP181,01/12/1974,187181,99510,0
BR312,01/12/1974,234411,130000,0
TF335,01/12/1974,640235,293190,0
ON369,01/12/1974,43624,32400,0
CC482,01/12/1974,251491,130240,0
RK345,01/12/1974,717104,385120,0
AB257,01/12/1974,84573,42720,0
BR710,01/12/1974,714021,598410,0
BR819,01/12/1974,241605,144690,0
TF267,01/01/1975,516952,318780,0
TF143,01/01/1975,16556,13440,0
CC782,01/01/1975,95191,63800,0
DS755,01/01/1975,13395,0,0
TR758,01/01/1975,512478,383760,0
AB742,01/01/1975,23708,0,0
YP676,01/01/1975,102757,75400,0
TF695,01/01/1975,616703,343561,0
RK403,01/01/1975,64293,42780,0
AB257,01/01/1975,163188,88200,0
TF740,01/01/1975,103428,77050,0
CC636,01/01/1975,116283,67320,0
BR461,01/01/1975,13158,0,0
ON397,01/01/1975,100652,72720,0
DS556,01/01/1975,11143,0,0
BR819,01/01/1975,336144,224280,0
BR710,01/01/1975,122514,62370,0
TF740,01/01/1975,310434,203300,0
BR697,01/01/1975,9839,0,0
RK345,01/01/1975,84664,77220,0
CC482,01/02/1975,123413,97520,0
AB494,01/02/1975,141883,87220,0
RK403,01/02/1975,97288,66340,0
CC504,01/02/1975,124629,102300,0
TR791,01/02/1975,63753,33660,0
YP181,01/02/1975,160076,89180,0
CC633,01/02/1975,14225,0,0
TF695,01/02/1975,355946,246656,0
BR312,01/02/1975,19951,14700,0
AB257,01/02/1975,219717,150360,0
YP676,01/02/1975,211070,112560,0
YP570,01/02/1975,116028,95460,0
ON369,01/02/1975,175924,140400,0
ON394,01/02/1975,157888,92430,0
BR819,01/02/1975,85453,59200,0
RK345,01/02/1975,367245,235980,0
TF740,01/02/1975,13954,11200,0
YP570,01/03/1975,621969,457600,0
CC636,01/03/1975,243582,220350,0
DS652,01/03/1975,54257,37350,0
AB257,01/03/1975,20333,15470,0
ON397,01/03/1975,173632,166600,0
RK345,01/03/1975,148970,72250,0
TF695,01/03/1975,587558,517799,0
TR758,01/03/1975,282723,190920,0
TF335,01/03/1975,482660,348840,0
CC504,01/03/1975,277649,276000,0
RK403,01/03/1975,227806,161710,0
BR819,01/03/1975,524316,299920,0
TR791,01/03/1975,85565,71190,0
BR312,01/03/1975,232627,141050,0
YP676,01/03/1975,201375,235980,0
YP181,01/03/1975,504127,336000,0
AB494,01/03/1975,420157,360720,0
ON369,01/03/1975,279119,209440,0
AB742,01/03/1975,454557,383180,0
ON394,01/03/1975,277130,195750,0
BR710,01/03/1975,206630,251340,0
CC482,01/03/1975,487431,291090,0
BR704,01/03/1975,133009,89600,0
DS241,01/03/1975,437935,402930,0
CC529,01/04/1975,17485,11280,0
CC636,01/04/1975,22820,25200,0
AB742,01/04/1975,164335,102000,0
ON397,01/04/1975,67436,42330,0
YP570,01/04/1975,256827,210790,0
TF335,01/04/1975,605495,497140,0
DS698,01/04/1975,313092,159030,0
CC504,01/04/1975,515744,461680,0
TF695,01/04/1975,487873,499422,0
RK345,01/04/1975,619465,408330,0
YP181,01/04/1975,547512,413910,0
BR312,01/04/1975,353286,268400,0
AB494,01/04/1975,953213,545400,0
BR710,01/04/1975,617970,567260,0
TF740,01/04/1975,17382,8400,0
TF740,01/04/1975,21513,11760,0
ON369,01/04/1975,78321,55460,0
BR819,01/04/1975,465662,318420,0
TR758,01/04/1975,182256,151410,0
BR704,01/04/1975,508558,425920,0
AB257,01/04/1975,139018,123600,0
YP676,01/04/1975,333030,255200,0
TF267,01/04/1975,201198,153440,0
CC482,01/04/1975,558253,572130,0
AB494,01/05/1975,545626,554830,0
TF267,01/05/1975,463684,369600,0
RK345,01/05/1975,529388,299250,0
CC482,01/05/1975,645794,352110,0
TF740,01/05/1975,374130,245100,0
BR704,01/05/1975,665016,523250,0
TF740,01/05/1975,327500,256680,0
YP181,01/05/1975,437409,338200,0
CC636,01/05/1975,612217,388720,0
ON369,01/05/1975,119312,92220,0
TF359,01/05/1975,127268,80910,0
AB257,01/05/1975,120470,86240,0
RK289,01/05/1975,8792,7040,0
BR312,01/05/1975,318541,187200,0
BR710,01/05/1975,413796,401380,0
CC782,01/05/1975,342688,167400,0
AB742,01/05/1975,125069,115430,0
YP676,01/05/1975,421917,314170,0
BR819,01/05/1975,441079,358450,0
YP570,01/05/1975,235363,188680,0
ON397,01/05/1975,386682,294930,0
TR758,01/05/1975,555552,376290,0
TF335,01/05/1975,590482,442900,0
DS698,01/05/1975,284230,146160,0
TF695,01/05/1975,485594,266885,0
DS241,01/05/1975,47886,26700,0
CC504,01/05/1975,182643,109350,0
TR758,01/06/1975,713952,478800,0
ON397,01/06/1975,400364,326000,0
TF740,01/06/1975,217540,195490,0
TF359,01/06/1975,57225,29120,0
ON394,01/06/1975,437394,334000,0
YP181,01/06/1975,770795,408320,0
TR791,01/06/1975,125423,84360,0
CC504,01/06/1975,271506,162240,0
AB494,01/06/1975,364282,253050,0
TF740,01/06/1975,320096,274510,0
BR312,01/06/1975,39234,26750,0
YP570,01/06/1975,225353,137760,0
CC636,01/06/1975,365207,316200,0
DS698,01/06/1975,61333,46800,0
BR704,01/06/1975,601701,345060,0
TF335,01/06/1975,679141,545900,0
TF267,01/06/1975,900968,612700,0
RK345,01/06/1975,478348,264120,0
BR710,01/06/1975,584159,489410,0
TF695,01/06/1975,588172,337610,0
AB257,01/06/1975,46561,39550,0
AB742,01/06/1975,713028,694800,0
DS652,01/06/1975,711639,664890,0
DS241,01/06/1975,46145,34320,0
ON369,01/06/1975,98625,95760,0
RK403,01/06/1975,322111,307360,0
YP676,01/06/1975,526273,607200,0
CC782,01/06/1975,601196,329680,0
CC482,01/06/1975,716931,474600,0
BR819,01/06/1975,420375,401310,0
AB257,01/07/1975,365280,276450,0
TF695,01/07/1975,626417,539419,0
ON394,01/07/1975,486229,414120,0
BR819,01/07/1975,354427,414000,0
RK403,01/07/1975,513420,480690,0
TR758,01/07/1975,525745,654350,0
AB494,01/07/1975,516777,432430,0
DS652,01/07/1975,642930,496000,0
TR791,01/07/1975,301736,276640,0
YP570,01/07/1975,32909,22770,0
DS241,01/07/1975,218263,213440,0
CC782,01/07/1975,166383,152640,0
AB742,01/07/1975,711546,624160,0
CC636,01/07/1975,603559,623840,0
CC482,01/07/1975,586627,561800,0
TF359,01/07/1975,464052,292740,0
YP676,01/07/1975,502548,397580,0
ON369,01/07/1975,329710,333000,0
BR704,01/07/1975,646586,588500,0
DS698,01/07/1975,19375,15680,0
YP181,01/07/1975,694138,517790,0
ON397,01/07/1975,394802,305440,0
BR710,01/07/1975,670116,621600,0
RK345,01/07/1975,500240,382940,0
TF267,01/07/1975,630930,696150,0
TF335,01/07/1975,716694,432960,0
TF740,01/07/1975,519950,501760,0
TF740,01/07/1975,426245,377140,0
CC504,01/07/1975,261523,250800,0
BR704,01/08/1975,680053,629050,0
CC782,01/08/1975,172322,156800,0
RK403,01/08/1975,500816,481080,0
TR758,01/08/1975,682150,598500,0
TF740,01/08/1975,477823,410550,0
DS652,01/08/1975,222432,163350,0
BR710,01/08/1975,269102,259200,0
BR819,01/08/1975,612289,447450,0
TF335,01/08/1975,213585,167480,0
YP676,01/08/1975,706576,558420,0
YP181,01/08/1975,596001,617760,0
TF267,01/08/1975,3077,0,0
CC504,01/08/1975,13234,8900,0
TF267,01/08/1975,153571,172890,0
RK345,01/08/1975,450131,511350,0
TF695,01/08/1975,152281,109275,0
ON394,01/08/1975,405620,372360,0
CC636,01/08/1975,795520,637440,0
ON397,01/08/1975,202096,163400,0
TF740,01/08/1975,600088,458480,0
CC782,01/08/1975,349092,222740,0
AB494,01/08/1975,709779,705510,0
DS241,01/08/1975,365675,372360,0
AB257,01/08/1975,245537,209950,0
DS698,01/08/1975,703274,421600,0
AB742,01/08/1975,970053,734350,0
CC482,01/08/1975,695301,631300,0
TF359,01/08/1975,499510,503240,0
DS698,01/08/1975,162011,143550,0
AB742,01/09/1975,961428,865800,0
BR704,01/09/1975,671963,481280,0
CC782,01/09/1975,132781,140980,0
DS241,01/09/1975,56155,43500,0
BR710,01/09/1975,205799,156520,0
TF335,01/09/1975,444597,374400,0
YP181,01/09/1975,468231,486040,0
DS698,01/09/1975,399365,436320,0
BR312,01/09/1975,57227,49470,0
TF695,01/09/1975,540724,403340,0
RK403,01/09/1975,529653,377150,0
TF359,01/09/1975,726809,631890,0
TF267,01/09/1975,188395,134850,0
AB257,01/09/1975,226099,182000,0
TR758,01/09/1975,541524,499950,0
RK345,01/09/1975,443090,344760,0
DS698,01/09/1975,111054,102900,0
TF267,01/09/1975,608895,0,0
YP676,01/09/1975,749442,578160,0
AB494,01/09/1975,566565,556480,0
TF740,01/09/1975,485697,487350,0
YP570,01/09/1975,247452,156040,0
BR819,01/09/1975,509722,474240,0
DS652,01/09/1975,122412,104880,0
TF740,01/09/1975,124396,136850,0
TF695,01/09/1975,31324,27540,0
ON394,01/09/1975,537626,349430,0
CC482,01/09/1975,609740,431480,0
ON397,01/09/1975,575919,499500,0
CC636,01/09/1975,623645,713730,0
AB742,01/10/1975,744319,681690,0
TF359,01/10/1975,423947,334620,0
AB494,01/10/1975,441581,424080,0
BR819,01/10/1975,491376,390720,0
TF695,01/10/1975,505937,487030,0
TF695,01/10/1975,48834,53530,0
TF267,01/10/1975,246184,190240,0
RK403,01/10/1975,422952,453100,0
TF335,01/10/1975,485179,356720,0
CC782,01/10/1975,171973,113400,0
YP676,01/10/1975,557877,430540,0
YP570,01/10/1975,236035,189660,0
DS698,01/10/1975,45239,43870,0
BR312,01/10/1975,162543,165000,0
TF267,01/10/1975,484964,0,0
ON397,01/10/1975,545457,418320,0
CC482,01/10/1975,197416,181930,0
ON369,01/10/1975,77129,57660,0
BR704,01/10/1975,294344,255430,0
DS241,01/10/1975,66939,54180,0
RK345,01/10/1975,136335,110400,0
CC636,01/10/1975,655451,602770,0
TF740,01/10/1975,492613,418950,0
YP181,01/10/1975,394769,493740,0
TR758,01/10/1975,555336,486720,0
BR710,01/10/1975,143929,103230,0
DS652,01/10/1975,755349,724230,0
AB257,01/10/1975,198436,248040,0
ON394,01/10/1975,480211,400820,0
DS241,01/11/1975,113423,81340,0
BR312,01/11/1975,389,0,0
TF335,01/11/1975,514645,559680,0
DS652,01/11/1975,695338,552450,0
TR758,01/11/1975,552048,522110,0
TF359,01/11/1975,777,0,0
TF695,01/11/1975,80421,51240,0
BR704,01/11/1975,323425,343380,0
AB257,01/11/1975,472217,458280,0
BR710,01/11/1975,431425,515280,0
CC782,01/11/1975,489491,573870,0
TF267,01/11/1975,325538,370890,0
TF740,01/11/1975,588430,586170,0
ON394,01/11/1975,560158,466260,0
TF267,01/11/1975,619674,0,0
BR819,01/11/1975,440043,505020,0
AB742,01/11/1975,551941,446500,0
AB494,01/11/1975,707676,641480,0
TF695,01/11/1975,456783,387000,0
CC636,01/11/1975,477314,368600,0
YP676,01/11/1975,187877,185280,0
RK345,01/11/1975,625917,548730,0
RK403,01/11/1975,578868,617980,0
TF740,01/11/1975,210440,154530,0
CC482,01/11/1975,397639,511700,0
DS698,01/11/1975,436,0,0
ON397,01/11/1975,553013,597840,0
YP181,01/11/1975,528364,508480,0
ON369,01/11/1975,267169,223860,0
DS652,01/12/1975,638084,670530,0
TF267,01/12/1975,426100,263250,0
YP676,01/12/1975,389027,365650,0
TR758,01/12/1975,587894,554830,0
TF740,01/12/1975,389855,361800,0
BR819,01/12/1975,283024,226800,0
CC482,01/12/1975,404369,378100,0
TF695,01/12/1975,336434,217600,0
AB494,01/12/1975,523096,424200,0
RK403,01/12/1975,329758,292500,0
ON397,01/12/1975,546725,525980,0
BR704,01/12/1975,495279,394020,0
BR710,01/12/1975,445927,395100,0
TF335,01/12/1975,315510,356160,0
RK345,01/12/1975,520895,447330,0
YP570,01/12/1975,187569,155100,0
DS241,01/12/1975,436481,448110,0
CC782,01/12/1975,610159,477000,0
ON394,01/12/1975,131227,163800,0
CC504,01/12/1975,70263,67260,0
AB742,01/12/1975,753536,751000,0
YP181,01/12/1975,468973,340300,0
TF267,01/12/1975,537613,0,0
CC636,01/12/1975,481099,507370,0
TF695,01/12/1975,48676,36630,0
TF740,01/12/1975,693758,446160,0
TF359,01/12/1975,195907,150660,0
AB257,01/12/1975,502506,379040,0
TR791,01/12/1975,221085,245440,0
RK345,01/01/1976,511090,312000,0
CC482,01/01/1976,234422,169260,0
YP181,01/01/1976,218933,252720,0
CC504,01/01/1976,21508,21340,0
ON397,01/01/1976,45683,39390,0
AB494,01/01/1976,715822,493640,0
TF359,01/01/1976,487472,434340,0
DS698,01/01/1976,197475,147000,0
CC782,01/01/1976,162456,176580,0
DS698,01/01/1976,122686,72090,0
CC636,01/01/1976,618544,617390,0
BR819,01/01/1976,489814,496160,0
BR312,01/01/1976,128759,144560,0
BR704,01/01/1976,3517,2180,0
DS241,01/01/1976,405277,419440,0
TF740,01/01/1976,399718,443300,0
TR791,01/01/1976,346500,368280,0
TF695,01/01/1976,446930,371680,0
BR710,01/01/1976,389868,334640,0
AB742,01/01/1976,703680,661640,0
AB257,01/01/1976,505436,519800,0
YP570,01/01/1976,273743,328440,0
ON394,01/01/1976,501642,402840,0
DS652,01/01/1976,777110,527160,0
TF695,01/01/1976,378974,286620,0
CC782,01/01/1976,489661,506220,0
TF335,01/01/1976,555026,511710,0
ON369,01/01/1976,8036,7760,0
TF267,01/01/1976,551518,0,0
YP676,01/01/1976,228222,267860,0
RK403,01/01/1976,388662,459200,0
TR758,01/01/1976,386660,474950,0
TF267,01/01/1976,140115,114840,0
TF740,01/01/1976,627256,508860,0
ON394,01/02/1976,394041,303630,0
DS652,01/02/1976,606748,652120,0
YP570,01/02/1976,166363,177480,0
BR819,01/02/1976,479262,470080,0
CC482,01/02/1976,87084,93790,0
YP181,01/02/1976,227504,214110,0
DS698,01/02/1976,189836,229320,0
ON397,01/02/1976,144804,109650,0
TF740,01/02/1976,474417,319500,0
TR791,01/02/1976,261269,297190,0
TF695,01/02/1976,297583,287120,0
AB257,01/02/1976,479753,416970,0
TF359,01/02/1976,624905,548050,0
DS241,01/02/1976,428789,505440,0
BR312,01/02/1976,266514,296400,0
TF267,01/02/1976,135339,102900,0
TF267,01/02/1976,542408,485100,0
AB494,01/02/1976,651946,546360,0
TF695,01/02/1976,515347,496800,0
YP676,01/02/1976,278453,288650,0
TF740,01/02/1976,587220,463310,0
CC782,01/02/1976,488595,579530,0
DS698,01/02/1976,305817,313040,0
RK403,01/02/1976,376879,298350,0
CC782,01/02/1976,287036,211650,0
CC636,01/02/1976,624222,519480,0
RK345,01/02/1976,234410,182970,0
ON369,01/02/1976,9329,9990,0
BR710,01/02/1976,353325,317900,0
TF335,01/02/1976,396337,432000,0
AB742,01/02/1976,445786,330880,0
TR758,01/02/1976,435868,298150,0
CC782,01/03/1976,557193,438480,0
TF695,01/03/1976,528129,382700,0
TR791,01/03/1976,392140,356400,0
TR758,01/03/1976,522130,406850,0
AB742,01/03/1976,921726,773920,0
TF359,01/03/1976,529328,413280,0
YP676,01/03/1976,338543,237630,0
DS241,01/03/1976,531513,498130,0
DS698,01/03/1976,317619,294400,0
RK403,01/03/1976,281943,268660,0
TF267,01/03/1976,386983,374400,0
CC504,01/03/1976,41911,39440,0
TF695,01/03/1976,439192,269640,0
BR710,01/03/1976,483345,374360,0
ON394,01/03/1976,412456,390550,0
ON397,01/03/1976,338068,345000,0
TF740,01/03/1976,530825,527170,0
DS698,01/03/1976,233410,198900,0
TF740,01/03/1976,467203,347000,0
CC482,01/03/1976,182448,118900,0
