UWI,FECHA,ACEITE,GAS,AGUA
CC627,01/03/2004,44231,33218,2181
ON316,01/03/2004,42143,28386,0
ON397,01/03/2004,30983,20912,80
DS887,01/03/2004,39471,14072,112
DS558,01/03/2004,33300,13636,3
RK450,01/03/2004,63993,56472,4436
CC398,01/03/2004,22377,24735,6337
TF585,01/03/2004,31332,33375,81
TR843,01/03/2004,73911,54062,3397
RK153,01/03/2004,85757,77724,45
CC374,01/03/2004,24667,10450,8
ON231,01/03/2004,73004,54812,2769
TF149,01/03/2004,40488,35609,314
YP821,01/03/2004,76667,28621,19813
DS652,01/03/2004,27060,14488,0
TF770,01/03/2004,28376,13731,192
CC154,01/03/2004,29546,17259,4930
TF222,01/03/2004,34972,24236,954
YP785,01/03/2004,81146,59936,657
RK794,01/03/2004,29597,25105,74
ON397,01/04/2004,22883,11933,1056
TR762,01/04/2004,37483,7020,1161
DS773,01/04/2004,59030,76109,162
RK539,01/04/2004,41677,42375,6860
ON765,01/04/2004,32055,13102,0
ON820,01/04/2004,40982,17158,13645
CC142,01/04/2004,45797,19156,60
YP821,01/04/2004,54923,27233,6578
YP768,01/04/2004,47498,25349,280
TR843,01/04/2004,34468,39048,4634
TF149,01/04/2004,69360,43634,3048
ON804,01/04/2004,49434,38098,213
RK539,01/04/2004,33829,28856,2065
TF719,01/04/2004,44897,36630,870
AB295,01/04/2004,48580,22950,102
ON120,01/04/2004,59836,35065,19
DS441,01/04/2004,46477,25787,0
DS884,01/04/2004,12975,8929,352
TR729,01/04/2004,36289,39511,0
CC646,01/04/2004,40145,23342,0
YP471,01/04/2004,3297,1944,0
BR836,01/04/2004,13910,13048,312
DS263,01/04/2004,19213,12684,522
TR753,01/04/2004,43703,10444,18
RK153,01/04/2004,72591,73330,30
YP821,01/04/2004,61719,28660,13554
ON893,01/04/2004,32744,25931,2920
CC479,01/04/2004,26137,9217,3155
ON804,01/04/2004,48207,46150,771
YP549,01/04/2004,55924,63503,0
BR763,01/04/2004,39005,19718,0
TF770,01/04/2004,27982,13923,0
RK301,01/04/2004,44027,54535,654
AB824,01/04/2004,23870,12983,30
DS161,01/04/2004,43766,22580,0
TR235,01/04/2004,53655,46632,167
YP570,01/04/2004,51060,11546,914
YP373,01/04/2004,2461,1850,18
CC891,01/04/2004,23912,9767,3080
YP220,01/04/2004,43832,20362,4733
TR724,01/04/2004,39923,19311,0
TR331,01/04/2004,16692,16523,54
CC154,01/04/2004,33405,21759,4223
DS884,01/04/2004,28464,26139,0
RK450,01/04/2004,50209,43922,28
CC482,01/04/2004,42523,25627,162
YP467,01/04/2004,83531,89593,12651
TR455,01/04/2004,55610,25333,3046
TF770,01/04/2004,45879,20725,193
DS607,01/04/2004,29846,25035,93
RK301,01/04/2004,59415,47379,681
CC849,01/04/2004,78599,84194,9880
RK514,01/04/2004,27737,9272,43
YP577,01/04/2004,18625,1583,6889
TF267,01/04/2004,30103,25318,73
YP181,01/04/2004,36676,30955,43
CC865,01/04/2004,96101,70397,1573
RK153,01/04/2004,51116,48481,18
TF149,01/04/2004,35943,25566,377
YP181,01/04/2004,1560,1435,762
TF611,01/04/2004,6058,5173,4
ON575,01/04/2004,42192,31749,0
TF740,01/04/2004,24549,13533,17
DS546,01/04/2004,34873,27952,0
TF445,01/04/2004,39789,10895,0
RK747,01/04/2004,47556,19823,7
TR387,01/04/2004,40972,25310,0
TR235,01/04/2004,66899,40316,1640
BR264,01/04/2004,59331,56886,392
ON463,01/04/2004,31220,25488,90
DS416,01/04/2004,17893,12497,22660
TR516,01/04/2004,19810,16955,414
ON308,01/04/2004,36289,27484,0
TR336,01/04/2004,13527,7843,2738
YP412,01/04/2004,20049,18898,37
CC142,01/04/2004,28390,5849,31
CC627,01/04/2004,34671,26636,1260
YP203,01/04/2004,45163,38410,0
RK375,01/04/2004,35327,15946,8
DS441,01/04/2004,27594,12479,1510
CC504,01/04/2004,51894,58066,4502
AB388,01/04/2004,46129,42378,34
TR797,01/04/2004,11034,12968,1793
CC782,01/04/2004,44131,29126,35
ON575,01/04/2004,51165,24958,16107
YP220,01/04/2004,48147,27540,3714
DS558,01/04/2004,35362,18228,50
TR418,01/04/2004,60244,43922,9864
DS263,01/04/2004,20423,10802,31
DS689,01/04/2004,33252,30305,6
TF222,01/04/2004,27803,29745,640
YP655,01/04/2004,34248,9631,0
BR254,01/04/2004,4390,3166,0
YP785,01/04/2004,87805,45383,1545
DS582,01/04/2004,28822,15940,11355
BR430,01/04/2004,40688,60830,0
CC669,01/04/2004,38294,6919,3745
ON316,01/04/2004,50253,36022,0
TF850,01/04/2004,18642,14622,271
TF695,01/04/2004,49428,52644,6706
YP549,01/04/2004,36457,36723,27
DS780,01/04/2004,39549,26060,0
RK128,01/04/2004,41079,23281,521
TF740,01/04/2004,60837,45053,740
DS105,01/04/2004,31106,24497,169
CC398,01/04/2004,42397,28346,6778
DS378,01/04/2004,55122,53494,3063
TF407,01/04/2004,38238,28618,0
TR811,01/04/2004,30600,30395,0
BR772,01/04/2004,32790,10755,0
TF143,01/04/2004,38027,33802,49
YP355,01/04/2004,36376,21551,0
TF381,01/04/2004,45654,22159,7
YP861,01/04/2004,39833,22839,772
YP552,01/04/2004,42132,26438,87
CC627,01/04/2004,59095,36234,2817
TR444,01/04/2004,37492,18403,27
DS698,01/04/2004,66520,49749,946
TF695,01/04/2004,64626,40516,8041
DS698,01/04/2004,67412,46105,51
AB257,01/04/2004,31031,10575,7176
BR763,01/04/2004,26080,21192,3730
ON231,01/04/2004,38234,33070,822
TF339,01/04/2004,84808,76172,119
AB560,01/04/2004,27120,27664,0
DS773,01/04/2004,70139,58499,63
DS652,01/04/2004,35033,18808,0
ON333,01/04/2004,7062,4912,11
ON463,01/04/2004,18659,17059,0
BR430,01/04/2004,4587,4751,865
TF267,01/04/2004,16882,19072,3476
CC374,01/04/2004,24333,16172,12
DS780,01/04/2004,31239,13004,24
TR694,01/04/2004,43605,32125,75
DS378,01/04/2004,37868,35155,4570
YP174,01/04/2004,32169,22357,24
TR797,01/04/2004,26080,19028,0
TF222,01/04/2004,35887,26232,912
CC782,01/04/2004,40259,25057,0
AB661,01/04/2004,72159,56654,770
CC504,01/04/2004,32420,23210,28
TR418,01/04/2004,35378,36843,797
TR701,01/04/2004,92632,108419,26092
RK450,01/04/2004,55385,60529,3992
TF277,01/04/2004,81287,46676,112
BR601,01/04/2004,23466,7283,2888
BR554,01/04/2004,47284,31911,18
TR135,01/04/2004,45363,13624,0
ON848,01/04/2004,71543,30021,0
AB590,01/04/2004,22327,17026,9463
TF585,01/04/2004,29078,45536,105
RK114,01/04/2004,74174,48076,6470
YP203,01/04/2004,61343,44332,135
DS234,01/04/2004,18135,7540,865
DS720,01/04/2004,14674,5960,2208
CC872,01/04/2004,41475,49731,375
RK403,01/04/2004,44090,17977,23
YP174,01/04/2004,40397,24494,205
DS241,01/04/2004,25799,17519,0
CC252,01/04/2004,35264,39006,31
TR843,01/04/2004,45071,45670,5229
AB460,01/04/2004,26678,16141,19
BR710,01/04/2004,32108,18609,147
RK171,01/04/2004,40967,23381,30
RK789,01/04/2004,29080,9561,0
ON231,01/04/2004,36786,42667,3848
ON120,01/04/2004,66239,31863,125
TR455,01/04/2004,27679,37830,3461
TR791,01/04/2004,12253,5242,4228
TR400,01/04/2004,35681,6172,117
TF172,01/04/2004,46769,45677,28
YP647,01/04/2004,34679,50601,2004
TF533,01/04/2004,34199,29716,568
AB838,01/04/2004,47555,13346,122
DS161,01/04/2004,56636,23549,156
CC669,01/04/2004,59762,36803,604
BR832,01/04/2004,48760,54656,0
CC310,01/04/2004,30701,36560,0
AB295,01/04/2004,57667,60032,0
BR554,01/04/2004,48413,39553,836
CC766,01/04/2004,45001,31087,30
YP714,01/04/2004,24943,2392,22
TF445,01/04/2004,66521,19746,11575
CC479,01/04/2004,40146,32998,7740
YP693,01/04/2004,28986,12044,590
YP373,01/04/2004,26044,12777,1055
CC435,01/04/2004,7756,3490,2541
BR835,01/04/2004,31818,9390,3258
TF277,01/04/2004,27418,18690,0
TF573,01/04/2004,16354,2768,4919
RK113,01/04/2004,38100,23938,1963
AB735,01/04/2004,53384,52964,2433
BR264,01/04/2004,90029,100273,20
TR758,01/04/2004,23593,21209,88
CC883,01/04/2004,28639,40115,3978
CC495,01/04/2004,4934,1732,13
AB759,01/04/2004,45085,21920,218
TF719,01/04/2004,32844,39119,61
RK403,01/04/2004,25896,9680,0
ON417,01/04/2004,35329,24502,199
RK794,01/04/2004,51483,35060,34
DS887,01/04/2004,34630,12548,98
ON798,01/04/2004,37238,25342,0
ON848,01/04/2004,33322,13237,28
AB344,01/04/2004,2754,3319,0
TR729,01/04/2004,38578,27391,0
BR477,01/04/2004,40943,20209,56
TF642,01/04/2004,49743,17804,148
DS241,01/04/2004,64284,58069,0
TR336,01/04/2004,13004,6179,3963
YP655,01/04/2004,54779,41056,181
CC636,01/04/2004,36425,33729,0
ON397,01/04/2004,53236,48243,8555
BR710,01/05/2004,29948,17307,144
CC627,01/05/2004,48420,37594,1467
RK747,01/05/2004,36813,17105,10
BR601,01/05/2004,20765,6150,2714
TR444,01/05/2004,27059,13864,45
YP220,01/05/2004,66908,31548,5822
TF719,01/05/2004,50609,47228,1079
TR400,01/05/2004,38953,8276,102
ON804,01/05/2004,41757,37025,633
YP821,01/05/2004,34801,39953,12776
BR763,01/05/2004,33400,23363,0
RK403,01/05/2004,31650,13042,0
DS689,01/05/2004,43166,32791,0
ON333,01/05/2004,40676,35803,44
CC504,01/05/2004,63025,61168,6459
ON575,01/05/2004,62442,54464,0
RK113,01/05/2004,43949,18644,2059
AB759,01/05/2004,27974,14705,669
TR729,01/05/2004,34537,33035,0
TR797,01/05/2004,15236,9059,1003
TF277,01/05/2004,79439,41832,111
TR758,01/05/2004,33965,38542,329
TR724,01/05/2004,41246,21148,0
AB257,01/05/2004,32100,8832,7594
TR701,01/05/2004,89122,95956,24846
TF611,01/05/2004,4349,4273,4
RK450,01/05/2004,40093,36717,39
BR254,01/05/2004,20086,9646,0
TF381,01/05/2004,39771,13392,300
TF573,01/05/2004,12721,2097,4250
YP549,01/05/2004,46057,36295,32
BR430,01/05/2004,20619,17595,4571
TF850,01/05/2004,21065,16217,281
CC782,01/05/2004,49985,20610,0
CC504,01/05/2004,44649,25603,32
ON397,01/05/2004,16459,9843,620
TR753,01/05/2004,42720,9087,25
AB838,01/05/2004,37192,7405,97
CC142,01/05/2004,44266,29040,940
AB388,01/05/2004,48154,39821,57
DS161,01/05/2004,42592,20355,0
ON231,01/05/2004,64134,51075,891
ON120,01/05/2004,70413,29651,117
TR135,01/05/2004,49627,13952,0
YP693,01/05/2004,37680,11267,29
TR235,01/05/2004,76991,54910,224
YP768,01/05/2004,40240,18136,285
CC310,01/05/2004,33526,39344,0
YP181,01/05/2004,1664,1568,932
DS441,01/05/2004,49046,20274,0
ON848,01/05/2004,83820,41228,0
TR235,01/05/2004,67858,54031,1766
DS652,01/05/2004,37176,13993,0
BR772,01/05/2004,41607,7717,243
DS884,01/05/2004,25922,22720,0
ON308,01/05/2004,39217,35660,0
CC495,01/05/2004,336,89,1
TR516,01/05/2004,19502,14850,424
ON463,01/05/2004,58408,58480,241
AB460,01/05/2004,27464,31326,21
TF770,01/05/2004,21288,9894,0
DS105,01/05/2004,42441,28251,116
TR843,01/05/2004,29395,29668,3645
RK450,01/05/2004,60325,59275,5189
ON316,01/05/2004,79603,47783,0
YP655,01/05/2004,55378,42107,244
TR382,01/05/2004,18306,16005,3082
TF445,01/05/2004,52901,14583,11528
DS773,01/05/2004,78176,87173,110
CC669,01/05/2004,52692,27964,672
CC142,01/05/2004,76230,26764,105
TF533,01/05/2004,36302,30113,654
TR387,01/05/2004,60371,20266,0
DS773,01/05/2004,54236,61079,49
DS582,01/05/2004,19716,13743,10188
YP821,01/05/2004,66263,33417,6691
ON893,01/05/2004,34511,22725,2835
CC435,01/05/2004,4670,3649,1139
TF222,01/05/2004,37975,32373,785
TF149,01/05/2004,53240,35382,2928
DS546,01/05/2004,40030,28398,0
ON231,01/05/2004,59412,50629,5271
YP647,01/05/2004,52069,70440,2409
CC398,01/05/2004,27221,31259,7177
DS884,01/05/2004,19807,10735,93
DS378,01/05/2004,67829,62676,3761
TR791,01/05/2004,21167,4102,3735
CC252,01/05/2004,42594,48506,28
TR418,01/05/2004,63475,55099,10153
DS780,01/05/2004,41757,26294,0
ON765,01/05/2004,38000,15618,0
AB735,01/05/2004,73225,51925,2865
DS241,01/05/2004,31167,12303,0
TF719,01/05/2004,47112,44347,76
RK789,01/05/2004,30905,6508,0
TF695,01/05/2004,56420,39324,0
DS263,01/05/2004,38653,25124,25
YP577,01/05/2004,6328,597,1455
CC154,01/05/2004,26307,16908,4717
YP181,01/05/2004,35696,25427,17
TR694,01/05/2004,41411,29011,61
YP412,01/05/2004,26218,23851,0
ON397,01/05/2004,75313,60941,9745
CC646,01/05/2004,30386,21735,0
CC849,01/05/2004,50987,69523,17214
YP467,01/05/2004,95284,69975,13059
AB344,01/05/2004,12582,14957,0
CC374,01/05/2004,27810,19529,0
RK514,01/05/2004,23727,11282,0
YP174,01/05/2004,24779,15317,16
YP549,01/05/2004,69201,63341,0
TF740,01/05/2004,26308,14439,14
YP355,01/05/2004,42443,23783,0
YP203,01/05/2004,49537,28562,0
CC766,01/05/2004,48479,34061,41
RK539,01/05/2004,44036,38372,9665
RK794,01/05/2004,27586,27916,0
TR455,01/05/2004,35348,32114,3122
AB661,01/05/2004,75377,37166,879
YP570,01/05/2004,47868,10140,1094
CC669,01/05/2004,24161,6882,1861
CC891,01/05/2004,36554,20340,3974
RK375,01/05/2004,37729,18299,10
TF445,01/05/2004,39885,14076,0
ON417,01/05/2004,51913,28059,194
DS441,01/05/2004,30320,18065,889
RK128,01/05/2004,51195,29773,904
CC636,01/05/2004,38538,28100,0
BR264,01/05/2004,55796,75323,0
TR797,01/05/2004,38040,26446,0
ON848,01/05/2004,48157,14737,85
BR835,01/05/2004,29916,6319,2728
TF222,01/05/2004,39152,29618,846
CC627,01/05/2004,83151,71163,4079
AB119,01/05/2004,7081,5876,1201
ON463,01/05/2004,48204,44694,0
RK301,01/05/2004,86327,120878,2369
BR264,01/05/2004,59566,100387,0
TR843,01/05/2004,46890,46770,4842
TR418,01/05/2004,50629,34396,1028
RK539,01/05/2004,39381,34049,1941
ON333,01/05/2004,12226,4525,42
TR811,01/05/2004,29092,23176,0
TF277,01/05/2004,33854,19316,0
YP861,01/05/2004,4093,1774,78
CC482,01/05/2004,14806,11231,384
ON120,01/05/2004,61834,39198,23
TR729,01/05/2004,40643,9721,5816
CC782,01/05/2004,52145,40283,249
TF770,01/05/2004,35418,16822,266
AB560,01/05/2004,35834,44621,0
RK114,01/05/2004,56665,49246,7822
BR477,01/05/2004,36579,22563,63
BR554,01/05/2004,45144,29365,18
YP174,01/05/2004,42079,20681,3485
RK153,01/05/2004,33762,36083,34
AB295,01/05/2004,47167,31985,0
DS378,01/05/2004,42509,29147,5736
TF149,01/05/2004,40322,33332,362
YP552,01/05/2004,60009,21329,288
ON804,01/05/2004,53260,62202,919
YP373,01/05/2004,19779,10150,637
AB295,01/05/2004,54067,56245,0
YP203,01/05/2004,55110,51789,118
TF267,01/05/2004,41406,33540,125
RK301,01/05/2004,50032,62971,828
RK153,01/05/2004,40029,46972,101
TF642,01/05/2004,51306,24706,165
TR382,01/05/2004,18808,18832,0
RK171,01/05/2004,45514,25433,460
TR455,01/05/2004,57892,23778,3190
DS607,01/05/2004,38327,38592,82
DS161,01/05/2004,62218,25003,235
DS234,01/05/2004,20497,6984,1649
TF143,01/05/2004,42408,26882,80
RK403,01/05/2004,29864,10998,0
DS780,01/05/2004,29371,12956,0
TR331,01/05/2004,24637,21880,55
DS241,01/05/2004,74827,49438,0
CC883,01/05/2004,17326,17317,2260
ON798,01/05/2004,48172,28416,0
TF267,01/05/2004,25785,18489,4129
TR762,01/05/2004,29253,7131,1166
TF740,01/05/2004,58722,51018,968
ON820,01/05/2004,33107,15960,12261
ON575,01/05/2004,57008,30478,21942
TF407,01/05/2004,48362,34076,0
CC872,01/05/2004,58452,66538,477
BR832,01/05/2004,53097,67197,0
TF381,01/05/2004,324,80,184
DS887,01/05/2004,42272,16135,113
BR554,01/05/2004,43233,40274,1263
BR430,01/05/2004,38763,57571,0
CC435,01/05/2004,18618,7755,4372
CC479,01/05/2004,44693,8859,7992
AB824,01/05/2004,25582,14462,10
CC865,01/05/2004,86443,80450,441
DS558,01/05/2004,41751,23973,71
YP785,01/05/2004,87957,39614,836
TF172,01/05/2004,55475,49499,30
YP655,01/05/2004,60746,11660,0
DS698,01/05/2004,70784,49362,1295
TF339,01/05/2004,76018,71147,133
YP220,01/05/2004,67392,35177,6148
TF695,01/05/2004,39382,29690,3341
BR763,01/05/2004,39077,31353,6558
TF585,01/05/2004,33805,42868,135
CC479,01/05/2004,37896,51749,9132
DS698,01/05/2004,65830,47418,48
YP714,01/05/2004,27555,2058,0
DS416,01/05/2004,14320,12672,22530
BR836,01/05/2004,15244,18406,390
AB824,01/06/2004,17265,11408,10
AB838,01/06/2004,36478,7399,107
YP549,01/06/2004,45576,31533,29
DS773,01/06/2004,65456,73734,103
BR601,01/06/2004,20792,7627,2528
CC891,01/06/2004,32147,20940,3381
YP220,01/06/2004,46312,29733,5090
TF172,01/06/2004,51729,49499,31
CC435,01/06/2004,3462,390,5573
TF642,01/06/2004,34924,19328,124
TR724,01/06/2004,35074,21124,0
CC504,01/06/2004,31337,18779,20
ON231,01/06/2004,43280,43801,3530
YP467,01/06/2004,60156,59173,15090
AB295,01/06/2004,43695,27975,0
DS241,01/06/2004,22784,9307,0
TF770,01/06/2004,21017,14473,0
CC479,01/06/2004,38494,7593,8336
TF611,01/06/2004,15867,19229,11
RK450,01/06/2004,35208,31396,28
AB735,01/06/2004,49765,41363,3138
YP714,01/06/2004,24714,8232,168
CC872,01/06/2004,61682,62234,271
AB119,01/06/2004,40706,31289,59
TF149,01/06/2004,39237,21721,274
TR382,01/06/2004,45194,29160,333
AB456,01/06/2004,21196,19179,0
ON316,01/06/2004,51548,36472,2
YP174,01/06/2004,26572,16932,19
TF277,01/06/2004,26162,13672,0
ON575,01/06/2004,56491,44213,0
ON848,01/06/2004,76092,48342,1710
TR843,01/06/2004,55137,48710,5600
TF850,01/06/2004,15394,15127,251
AB424,01/06/2004,12603,8993,0
TF719,01/06/2004,45185,36642,723
ON804,01/06/2004,49926,31804,566
ON308,01/06/2004,35259,32225,0
YP203,01/06/2004,31439,22863,132
TR762,01/06/2004,29539,4688,106
TF149,01/06/2004,54414,58389,2682
CC252,01/06/2004,40981,36535,24
RK794,01/06/2004,46858,40060,0
DS652,01/06/2004,39323,13497,0
YP373,01/06/2004,16730,8070,502
BR554,01/06/2004,40181,31560,17
ON893,01/06/2004,34943,26166,2901
DS780,01/06/2004,33356,22839,0
ON575,01/06/2004,53035,36337,14486
RK747,01/06/2004,34072,15532,8
TF381,01/06/2004,41148,15569,382
YP821,01/06/2004,58074,24740,8094
RK153,01/06/2004,65433,66243,33
ON120,01/06/2004,62742,48388,0
DS378,01/06/2004,38546,26248,3757
ON820,01/06/2004,27447,10010,7470
ON463,01/06/2004,35561,33768,0
TF740,01/06/2004,18406,13930,164
RK539,01/06/2004,31204,26470,1840
TR331,01/06/2004,17035,14045,0
TR235,01/06/2004,52042,49701,229
AB344,01/06/2004,11535,14998,0
YP570,01/06/2004,33897,10170,852
DS441,01/06/2004,37489,20654,0
TR729,01/06/2004,43538,31105,0
DS263,01/06/2004,32724,19593,28
RK114,01/06/2004,53401,47383,7736
YP220,01/06/2004,60886,28221,6323
DS780,01/06/2004,27123,20261,17
BR772,01/06/2004,36900,6856,234
YP821,01/06/2004,30774,32696,9099
TR382,01/06/2004,38711,30181,3544
TF267,01/06/2004,19445,20961,4323
RK301,01/06/2004,59549,59674,561
DS698,01/06/2004,51805,52056,42
AB560,01/06/2004,35860,45765,0
ON765,01/06/2004,31637,13996,0
TR797,01/06/2004,8186,5193,532
YP174,01/06/2004,37920,24087,3322
TR516,01/06/2004,24454,16131,329
TR418,01/06/2004,10106,5872,1433
BR477,01/06/2004,43899,23854,0
AB424,01/06/2004,26817,18275,0
TF695,01/06/2004,49503,52114,124
YP768,01/06/2004,44733,23061,262
DS161,01/06/2004,42660,22822,163
TR701,01/06/2004,80597,105574,18100
CC627,01/06/2004,53091,36826,2045
YP355,01/06/2004,37482,21924,0
RK128,01/06/2004,49357,21356,505
TR387,01/06/2004,46953,29652,7
YP549,01/06/2004,76172,60071,0
CC766,01/06/2004,43219,25957,33
BR264,01/06/2004,57144,68736,0
ON506,01/06/2004,63512,49437,464
AB661,01/06/2004,69883,41723,9965
RK171,01/06/2004,40706,23163,461
DS558,01/06/2004,37247,20188,48
CC142,01/06/2004,45827,25163,783
DS884,01/06/2004,6566,5053,0
TR455,01/06/2004,48472,19063,3037
TF277,01/06/2004,60883,30512,200
YP203,01/06/2004,48986,24566,0
RK403,01/06/2004,33155,10450,0
TF445,01/06/2004,33003,7734,2352
TR843,01/06/2004,27299,30213,1641
TF573,01/06/2004,15078,1599,4360
CC504,01/06/2004,46385,32884,18203
DS689,01/06/2004,34548,33760,26
RK301,01/06/2004,70501,68766,251
DS378,01/06/2004,40728,27970,1750
CC479,01/06/2004,51509,46243,6888
RK789,01/06/2004,35472,6057,0
TF222,01/06/2004,43689,34718,1000
TR418,01/06/2004,8375,8330,166
CC669,01/06/2004,24382,3658,1461
BR254,01/06/2004,14706,8745,0
ON463,01/06/2004,44600,59723,199
BR832,01/06/2004,34127,54103,0
TF143,01/06/2004,41298,27988,50
TR797,01/06/2004,35469,28821,0
ON120,01/06/2004,63262,27631,347
AB257,01/06/2004,31932,10541,8658
TF695,01/06/2004,49228,41252,5620
DS887,01/06/2004,43229,12394,73
CC865,01/06/2004,99810,74566,93
TF770,01/06/2004,43575,26212,431
CC883,01/06/2004,18010,23533,2750
TR455,01/06/2004,31363,37784,3318
CC565,01/06/2004,38437,27634,94
RK113,01/06/2004,38552,19943,2316
DS884,01/06/2004,23363,14314,88
YP373,01/06/2004,3382,2605,20
RK153,01/06/2004,37165,46640,29
BR710,01/06/2004,39016,18146,98
BR554,01/06/2004,51322,29747,967
TR791,01/06/2004,13401,4044,3956
BR835,01/06/2004,37402,10698,3501
TR753,01/06/2004,48548,11297,24
BR836,01/06/2004,21252,15831,258
DS416,01/06/2004,20540,15938,20109
CC374,01/06/2004,25540,14045,0
YP655,01/06/2004,46064,11908,0
YP647,01/06/2004,42288,59573,1686
BR763,01/06/2004,40794,25951,4831
TF339,01/06/2004,70583,60757,78
DS773,01/06/2004,42186,54059,32
YP577,01/06/2004,8146,2015,1573
RK514,01/06/2004,34351,15553,0
ON804,01/06/2004,66653,60947,1065
TF445,01/06/2004,35668,13311,0
YP181,01/06/2004,5237,3539,1898
YP785,01/06/2004,62392,54823,6710
YP693,01/06/2004,31280,12937,25
ON848,01/06/2004,41307,12198,87
YP181,01/06/2004,29129,28946,0
CC482,01/06/2004,18280,11826,245
DS607,01/06/2004,41602,30383,83
CC849,01/06/2004,16306,13699,5046
BR430,01/06/2004,6847,6599,2018
ON333,01/06/2004,38800,37022,23
CC646,01/06/2004,33778,25859,0
TF533,01/06/2004,29607,27138,482
BR264,01/06/2004,56215,66684,0
YP412,01/06/2004,29079,39657,0
DS582,01/06/2004,18548,16680,13632
BR430,01/06/2004,40975,39644,0
CC495,01/06/2004,11130,6569,0
AB460,01/06/2004,52336,41299,47
DS161,01/06/2004,32748,19409,0
RK539,01/06/2004,68838,48523,8023
CC782,01/06/2004,51764,33295,134
TF222,01/06/2004,37550,32346,898
CC636,01/06/2004,24155,5143,174
BR763,01/06/2004,33707,19248,0
TR758,01/06/2004,28583,35147,240
TF719,01/06/2004,43843,38550,52
YP471,01/06/2004,12778,8697,0
CC398,01/06/2004,18503,21918,5116
DS546,01/06/2004,41598,22710,48
AB295,01/06/2004,66496,51997,0
CC782,01/06/2004,40036,24481,0
TR729,01/06/2004,32925,9445,4287
RK450,01/06/2004,63600,47385,3755
TR694,01/06/2004,35037,21237,79
ON397,01/06/2004,62796,46310,7458
ON798,01/06/2004,45907,30072,0
CC310,01/06/2004,33338,34604,0
TF585,01/06/2004,50033,19513,145
DS441,01/06/2004,24363,12771,1127
TR235,01/06/2004,60635,33931,1342
TF407,01/06/2004,36790,37642,236
ON333,01/06/2004,31684,10164,87
RK403,01/06/2004,29328,9570,0
ON417,01/06/2004,39658,27004,176
RK375,01/06/2004,43970,19594,7
ON231,01/06/2004,48463,35256,804
TR444,01/06/2004,50506,20957,31
TR811,01/06/2004,40056,20094,0
CC627,01/06/2004,40548,29124,1603
YP655,01/06/2004,48706,47154,184
CC142,01/06/2004,54268,32381,90
CC669,01/06/2004,36557,24965,9330
TF740,01/06/2004,49456,52616,726
DS698,01/06/2004,65084,55666,1177
AB119,01/06/2004,19126,13118,15
TF267,01/06/2004,35479,36845,118
TR135,01/06/2004,35812,9432,0
YP552,01/06/2004,36746,27931,270
AB388,01/06/2004,38729,31275,76
CC154,01/06/2004,23486,17602,4913
DS241,01/06/2004,60686,50958,292
TR400,01/06/2004,36721,7894,103
ON506,01/06/2004,42744,40902,422
AB456,01/06/2004,20003,25624,0
DS105,01/06/2004,29301,34015,31
AB759,01/06/2004,34317,20617,442
TF770,01/07/2004,22396,15755,19
RK539,01/07/2004,66170,41929,6231
AB257,01/07/2004,16064,2914,2973
AB295,01/07/2004,40771,27780,0
DS378,01/07/2004,36983,38227,5021
CC495,01/07/2004,14629,8484,0
ON333,01/07/2004,23705,6925,83
RK514,01/07/2004,41794,16679,258
RK153,01/07/2004,59313,83878,34
ON120,01/07/2004,65619,39691,0
AB424,01/07/2004,31473,31061,0
TR516,01/07/2004,20915,21731,351
BR763,01/07/2004,40068,21140,0
ON463,01/07/2004,62236,48045,146
TF149,01/07/2004,26653,26059,144
BR554,01/07/2004,50828,28951,18
DS441,01/07/2004,22169,14027,76
TR235,01/07/2004,52868,44239,1320
YP373,01/07/2004,31813,25453,704
YP471,01/07/2004,12970,8916,0
BR477,01/07/2004,27385,17649,0
TF533,01/07/2004,30916,32668,736
RK794,01/07/2004,53249,42365,0
YP655,01/07/2004,29117,8415,0
AB295,01/07/2004,50233,40785,0
RK450,01/07/2004,37085,34658,3683
TF277,01/07/2004,57562,29078,188
YP220,01/07/2004,64520,26841,6159
DS378,01/07/2004,57233,59499,2888
ON506,01/07/2004,87180,86033,620
ON397,01/07/2004,17483,10897,1517
DS546,01/07/2004,21397,13565,38
ON848,01/07/2004,35013,18413,57
TR400,01/07/2004,38825,6468,92
RK301,01/07/2004,83334,80252,302
DS161,01/07/2004,38830,18868,0
CC142,01/07/2004,46666,20729,1162
TR701,01/07/2004,108112,97923,24344
YP549,01/07/2004,43949,28704,30
YP693,01/07/2004,29254,20015,15
TF143,01/07/2004,38522,26043,69
AB517,01/07/2004,18940,13943,0
CC891,01/07/2004,19862,17623,2683
BR264,01/07/2004,60999,75145,0
BR554,01/07/2004,44952,40470,1257
CC669,01/07/2004,42407,32452,12073
DS263,01/07/2004,36886,20103,51
CC883,01/07/2004,32265,32328,4433
RK450,01/07/2004,49331,31876,53
RK113,01/07/2004,22758,7605,1069
BR159,01/07/2004,32381,24641,15
CC374,01/07/2004,31434,18809,0
BR763,01/07/2004,25525,14115,4550
DS884,01/07/2004,31128,16438,443
YP174,01/07/2004,61644,28590,5163
RK789,01/07/2004,22518,4042,0
YP181,01/07/2004,3914,3052,1830
TR331,01/07/2004,19340,17539,0
CC565,01/07/2004,63276,41129,137
ON848,01/07/2004,53045,48018,2316
AB824,01/07/2004,40541,34098,0
YP552,01/07/2004,57398,19621,125
