Pozo,Latitude,Longitude
S. MAGALLANES-201,18.154633,-93.898437
S. MAGALLANES-2014,18.10462802,-93.87916518
S. MAGALLANES-216T,18.15469,-93.877682
S. MAGALLANES-239,18.16086,-93.888885
S. MAGALLANES-253D,18.1452983,-93.8813678
S. MAGALLANES-254,18.143729,-93.882323
S. MAGALLANES-273,18.149847,-93.878588
S. MAGALLANES-279,18.154817,-93.876045
S. MAGALLANES-282,18.148506,-93.877623
S. MAGALLANES-282D,18.148466,-93.8777
S. MAGALLANES-329,18.151548,-93.873882
S. MAGALLANES-906,18.093614,-93.883361
S. MAGALLANES-921,18.088918,-93.86986
S. MAGALLANES-924,18.090503,-93.877692
S. MAGALLANES-926,18.090479,-93.881468
S. MAGALLANES-928,18.088365,-93.885449
S. MAGALLANES-931,18.16243,-93.903177
S. MAGALLANES-948,18.085825,-93.883104
S. MAGALLANES-951,18.101381,-93.877464
SAMARIA T.-14,17.994243,-93.104409
SAMARIA T.-15,17.997674,-93.09789
SAMARIA T.-3,17.999742,-93.094641
SAMARIA T.-34,17.99427,-93.097868
SAMARIA T.-35,17.994246,-93.091306
SAMARIA T.-40,17.992452,-93.101192
SAMARIA T.-600,18.00097729,-93.0911606
SAMARIA T.-601,17.99409503,-93.098149
SAMARIA T.-602,17.99980833,-93.10105068
SAMARIA T.-603,17.99965805,-93.1013199
SAMARIA T.-604,17.99342741,-93.10436098
SAMARIA T.-605,17.9878711,-93.10086669
SAMARIA T.-606,17.98701428,-93.09787778
SAMARIA T.-607,18.00023466,-93.08758762
SAMARIA T.-608,17.99212721,-93.1007959
SAMARIA T.-609,17.99234295,-93.10065991
SAMARIA T.-610,18.00270848,-93.08780545
SAMARIA T.-611,18.0025277,-93.08780536
SAMARIA T.-612,17.98829767,-93.08862583
SAMARIA T.-613,18.00237403,-93.08781473
SAMARIA T.-614,18.00363157,-93.08815815
SAMARIA T.-615,18.0037963,-93.08808106
SAMARIA T.-617,17.98860454,-93.10904781
SAMARIA T.-618,17.99633989,-93.09523959
SAMARIA T.-619,18.0039567,-93.08817324
SAMARIA T.-621,18.00041532,-93.0878711
SAMARIA T.-622,18.0005998,-93.08728421
SAMARIA T.-623,18.0004607,-93.08725637
SAMARIA T.-624,18.00032511,-93.08725725
SAMARIA T.-625,17.98855109,-93.10778992
SAMARIA T.-626,18.00016105,-93.08725773
SAMARIA T.-627,17.99982249,-93.08716292
SAMARIA T.-628,17.99325542,-93.10430108
SAMARIA T.-629,17.99707368,-93.09726264
SAMARIA T.-630,18.00377132,-93.0883531
SAMARIA T.-631,17.99401412,-93.08434108
SAMARIA T.-632,17.99584718,-93.08198294
SAMARIA T.-633,17.99579098,-93.09517063
SAMARIA T.-634,17.98810479,-93.08859834
SAMARIA T.-635,17.98515613,-93.0943582
SAMARIA T.-638,17.99982736,-93.08759536
SAMARIA T.-639,18.00191923,-93.09141368
SAMARIA T.-640,18.00196478,-93.09124339
SAMARIA T.-641,18.01051407,-93.08848748
SAMARIA T.-642,17.99969495,-93.08735149
SAMARIA T.-643,17.99627767,-93.10410195
SAMARIA T.-645,18.00008264,-93.09559167
SAMARIA T.-646,18.00015715,-93.09535556
SAMARIA T.-648,17.98871515,-93.10126482
SAMARIA T.-650,17.98861952,-93.10843188
SAMARIA T.-651,17.98908568,-93.10792758
SAMARIA T.-652,18.0017353,-93.09118178
SAMARIA T.-653,17.99603955,-93.08193807
SAMARIA T.-654,18.00323919,-93.09502093
SAMARIA T.-655,17.99500394,-93.10072244
SAMARIA T.-656,17.99501426,-93.10122373
SAMARIA T.-657,18.00332455,-93.09514142
SAMARIA T.-659,18.00312772,-93.0952557
SAMARIA T.-661,17.99569118,-93.08193904
SAMARIA T.-662,17.98878979,-93.10768088
SAMARIA T.-663,17.99196332,-93.10423524
SAMARIA T.-664,18.0103263,-93.08855238
SAMARIA T.-665,17.9994638,-93.0875096
SAMARIA T.-673,17.99650492,-93.10408035
SAMARIA T.-674,17.994089,-93.084609
SAMARIA T.-675,18.004918,-93.091263
SAMARIA T.-679,18.01007815,-93.08841547
SAMARIA T.-686,18.00293319,-93.08779573
SAMARIA T.-687,17.99382152,-93.10433759
SAMARIA T.-688,18.00293319,-93.08779573
SAMARIA T.-689,17.9891011,-93.10944227
SAMARIA T.-702,17.99961649,-93.10094043
SAMARIA T.-703,17.971973,-93.080446
SAMARIA T.-704,17.991738,-93.09504
SAMARIA T.-707,17.98879009,-93.10795357
SAMARIA T.-709,17.99697138,-93.07573821
SAMARIA T.-710,17.99755824,-93.07565137
SAMARIA T.-711,17.99713984,-93.07606048
SAMARIA T.-712,17.99727317,-93.07605194
SAMARIA T.-714,17.99742268,-93.07557574
SAMARIA T.-715,17.97218549,-93.08014714
SAMARIA T.-717,17.99724175,-93.07549122
SAMARIA T.-721,18.00581845,-93.07793355
SAMARIA T.-723,17.997132,-93.097765
SAMARIA T.-724,17.995386,-93.1011836
SAMARIA T.-731,18.006551,-93.078565
SAMARIA T.-733,17.999497,-93.0878158
SAMARIA T.-734,17.988571,-93.100594
SAMARIA T.-801,17.99963579,-93.0876594
SAMARIA T.-802,17.99660103,-93.10096327
SAMARIA T.-803,17.994565,-93.0982172
SAMARIA T.-804,17.98827,-93.1087
SAMARIA T.-805,17.9920688,-93.0949447
SAMARIA T.-806,17.992476,-93.0945897
SAMARIA T.-808,17.9916632,-93.0987067
SAMARIA T.-810,17.991226,-93.145679
SAMARIA T.-812,17.99433736,-93.09816557
SAMARIA T.-813,17.999717,-93.087811
SAMARIA T.-814,17.994041,-93.1039283
SAMARIA T.-815,18.00438,-93.093565
SAMARIA T.-816,17.9922978,-93.100948
SAMARIA T.-818,17.98963307,-93.10527305
SAMARIA T.-819,17.988464,-93.089149
SAMARIA T.-821,17.996619,-93.094921
SAMARIA T.-823,17.9941158,-93.0980946
SAMARIA T.-824,17.9998291,-93.095016
SAMARIA T.-825,17.99142539,-93.10442563
SAMARIA T.-827,17.98891054,-93.10540025
SAMARIA T.-828,17.997335,-93.097881
SAMARIA T.-829,17.988490,-93.100906
SAMARIA T.-830,17.994036,-93.089045
SAMARIA T.-831,17.9922741,-93.0944694
SAMARIA T.-832,17.99088504,-93.10440879
SAMARIA T.-834,17.95473,-93.093285
SAMARIA T.-835,17.99408,-93.094846
SAMARIA T.-836,17.992469,-93.100942
SAMARIA T.-839,17.99206346,-93.09455532
SAMARIA T.-840,17.99260869,-93.10102419
SAMARIA T.-841,17.9940894,-93.1037856
SAMARIA T.-844,17.990629,-93.104391
SAMARIA T.-845,17.98822371,-93.10842417
SAMARIA T.-846,17.99737908,-93.09787112
SAMARIA T.-847,17.9939009,-93.1039283
SAMARIA T.-848,17.991786,-93.104439
SAMARIA T.-850,17.995484,-93.100854
SAMARIA T.-851,17.991605,-93.104432
SAMARIA T.-852,17.9927983,-93.1011996
SAMARIA T.-853,17.9939445,-93.1041768
SAMARIA T.-855,17.988421,-93.10887
SAMARIA T.-856,17.98822671,-93.1010182
SAMARIA T.-857,17.9956446,-93.1009735
SAMARIA T.-858,17.996118,-93.103727
SAMARIA T.-859,17.9924501,-93.08835323
SAMARIA T.-860,17.9984347,-93.1050564
SAMARIA T.-861,17.996343,-93.103711
SAMARIA T.-864,17.98831595,-93.08898411
SAMARIA T.-865,17.99593,-93.1006
SAMARIA T.-866,17.988606,-93.089227
SAMARIA T.-867,17.98833026,-93.08912513
SAMARIA T.-868,17.9966232,-93.0949913
SAMARIA T.-869,18.00637766,-93.07804035
SAMARIA T.-870,17.99987098,-93.08787309
SAMARIA T.-871,17.9942439,-93.103796
SAMARIA T.-872,18.00621651,-93.07820767
SAMARIA T.-873,17.9959838,-93.094589
SAMARIA T.-874,17.98864,-93.0891028
SAMARIA T.-875,18.00640951,-93.07840773
SAMARIA T.-876,17.99996506,-93.08466885
SAMARIA T.-877,17.99923482,-93.08480877
SAMARIA T.-878,17.995646,-93.101208
SAMARIA T.-880,17.991888,-93.095145
SAMARIA T.-881,17.992222,-93.095019
SAMARIA T.-882,17.992324,-93.094818
SAMARIA T.-883,17.98725,-93.09814
SAMARIA T.-884,17.995964,-93.095113
SAMARIA T.-885,17.99710602,-93.07584737
SAMARIA T.-886,17.99710492,-93.07565836
SAMARIA T.-887,17.996074,-93.103068
SAMARIA T.-888,17.996093,-93.10335
SAMARIA T.-889,17.996299,-93.103051
SAMARIA T.-890,17.991244,-93.104416
SAMARIA T.-891,17.996105,-93.103538
SAMARIA T.-892,17.99106419,-93.10441069
SAMARIA T.-893,17.995969,-93.103522
SAMARIA T.-894,17.9884363,-93.1086916
SAMARIA T.-895,17.991236,-93.104210
SAMARIA T.-896,17.9896,-93.10507
SAMARIA T.-897,17.990965,-93.104204
SAMARIA T.-898,17.9884667,-93.10854928
SAMARIA T.-899,17.994583,-93.098415
SAMARIA T.-901,17.9966056,-93.0950297
SAMARIA T.-905,17.98894215,-93.1054423
SAMARIA T.-906,17.98914958,-93.10548559
SAMARIA T.-907,17.99991537,-93.09530508
SAMARIA T.-908,17.99966551,-93.09517336
SAMARIA T.-910,18.00010473,-93.08788133
SAMARIA T.-911,18.00010493,-93.08802321
SAMARIA T.-912,17.997174,-93.097653
SAMARIA T.-913,17.99737495,-93.09763346
SAMARIA T.-913H,18.0013055,-93.0913677
SAMARIA T.-914,17.99347473,-93.10393699
SAMARIA T.-915H,18.0030255,-93.0946103
SAMARIA T.-916,18.0014412,-93.0912922
SAMARIA T.-917,17.99351303,-93.10412222
SAMARIA T.-918,17.997054,-93.094991
SAMARIA T.-9181,17.99701424,-93.09480875
SAMARIA T.-919,18.00662432,-93.09450536
SAMARIA T.-920,18.00670207,-93.09465475
SAMARIA T.-921,17.994531,-93.098689
SAMARIA T.-922,17.9962459,-93.0951203
SAMARIA T.-923,17.995312,-93.100853
SAMARIA T.-924,17.994707,-93.098634
SAMARIA T.-926,17.99223133,-93.08859757
SAMARIA T.-927,18.00323106,-93.0879286
SAMARIA T.-928,18.00122153,-93.09115733
SAMARIA T.-930,18.00010551,-93.08774059
SAMARIA T.-931,18.01014675,-93.08862617
SAMARIA T.-932,17.99227578,-93.08846243
SAMARIA T.-933,17.98843681,-93.08856942
SAMARIA T.-934,17.98803844,-93.10835832
SAMARIA T.-936,17.994354,-93.098734
SAMARIA T.-938,17.993472,-93.104219
SAMARIA T.-939,17.99398194,-93.09851354
SAMARIA T.-940,18.00009899,-93.08758756
SAMARIA T.-942,17.99592846,-93.08172662
SAMARIA T.-943,18.00690933,-93.09505312
SAMARIA T.-944,17.993982,-93.098812
SAMARIA T.-946,17.99646215,-93.09496063
SAMARIA T.-947,17.994161,-93.098786
SAMARIA T.-948,18.0032799,-93.0943337
SAMARIA T.-949,17.98720266,-93.0976767
SAMARIA T.-951,17.99425044,-93.0844534
SAMARIA T.-952,17.99164474,-93.10413928
SAMARIA T.-953,17.99166078,-93.09490044
SAMARIA T.-954,17.99956631,-93.09561019
SAMARIA T.-955,18.00122161,-93.09098635
SAMARIA T.-957,18.00295251,-93.09495626
SAMARIA T.-958,17.98876739,-93.10829114
SAMARIA T.-959,18.00347827,-93.08795272
SAMARIA T.-962,17.99150943,-93.10413703
SAMARIA T.-963,17.98889863,-93.10926825
SAMARIA T.-964,17.99162565,-93.09465276
SAMARIA T.-965,17.99084415,-93.08442005
SAMARIA T.-966,17.99891389,-93.0846879
SAMARIA T.-967,18.00508759,-93.09147832
SAMARIA T.-968,17.99941842,-93.08413583
SAMARIA T.-969,18.00512799,-93.09128819
SAMARIA T.-970,17.98848007,-93.1080654
SAMARIA T.-971,17.98523274,-93.09518046
SAMARIA T.-972,17.9971863,-93.09746484
SAMARIA T.-973,17.98875706,-93.10915019
SAMARIA T.-974,17.9893362,-93.10849598
SAMARIA T.-975,18.004805,-93.099833
SAMARIA T.-976,18.00111325,-93.09151849
SAMARIA T.-977,17.98862527,-93.10817865
SAMARIA T.-978,17.996821,-93.097806
SAMARIA T.-979,17.98795072,-93.10071844
SAMARIA T.-980,17.99942618,-93.08478657
SAMARIA T.-981,17.98803034,-93.10057113
SAMARIA T.-982,17.99626005,-93.10390811
SAMARIA T.-983,17.99497861,-93.10093807
SAMARIA T.-984,17.99697138,-93.07573821
SAMARIA T.-985,18.00306016,-93.08786702
SAMARIA T.-986,18.00120518,-93.09132707
SAMARIA T.-988,17.99983748,-93.0956178
SAMARIA T.-990,17.98870696,-93.10806649
SAMARIA T.-991,17.98810933,-93.10042222
SAMARIA T.-992,17.99420169,-93.10436493
SAMARIA T.-993,17.99699521,-93.09764232
SAMARIA T.-994,18.00310575,-93.09489428
SAMARIA T.-995,17.99178358,-93.10413936
SAMARIA T.-996,17.98888593,-93.10822679
SAMARIA T.-997,17.99653377,-93.10115678
SAMARIA T.-998,17.99700579,-93.09745369
SAMARIA-102A,17.994207,-93.104371
SAMARIA-105A,17.997287,-93.075843
SAMARIA-1087,17.98106064,-93.05755914
SAMARIA-1103,17.999016,-93.084818
SAMARIA-1109,17.99669009,-93.04722946
SAMARIA-1128,18.0035218,-93.0706524
SAMARIA-1129,18.027509,-93.066447
SAMARIA-117,18.003996,-93.071032
SAMARIA-1173,17.972022,-93.070688
SAMARIA-1175,17.975607,-93.065448
SAMARIA-1187,17.98111,-93.056758
SAMARIA-1196,17.988263,-93.108622
SAMARIA-1197,17.995194,-93.063882
SAMARIA-1198,17.988212,-93.061718
SAMARIA-1199,17.980879,-93.056952
SAMARIA-121A,18.009956,-93.103506
SAMARIA-15,17.997674,-93.09789
SAMARIA-162B,18.041371,-93.132049
SAMARIA-2119,18.00375,-93.0519
SAMARIA-2129,18.003169,-93.070569
SAMARIA-2185,17.988212,-93.061718
SAMARIA-2199,17.988749,-93.051962
SAMARIA-3,17.999742,-93.094641
SAMARIA-35,17.994246,-93.091306
SAMARIA-5084,17.98040087,-93.10450066
SAMARIA-5104,17.995952,-93.1133474
SAMARIA-5111,18.004077,-93.0994899
SAMARIA-5112,17.9999154,-93.1077142
SAMARIA-5199,17.9890698,-93.0521427
SAMARIA-602,17.99980833,-93.10105068
SAMARIA-603,17.99965805,-93.1013199
SAMARIA-604,17.99342741,-93.10436098
SAMARIA-606,17.98701428,-93.09787778
SAMARIA-607,18.00023466,-93.08758762
SAMARIA-6075,17.98011031,-93.06646075
SAMARIA-6081,17.9806326,-93.0939679
SAMARIA-6084,17.9922526,-93.0880937
SAMARIA-6091,17.9804336,-93.0939692
SAMARIA-6092,17.98095110,-93.0940198
SAMARIA-6093,17.9996027,-93.0846571
SAMARIA-6102,17.9872903,-93.0979321
SAMARIA-6111,18.0001142,-93.1077143
SAMARIA-6115,18.0034447,-93.0705373
SAMARIA-6117,18.0032895,-93.0705
SAMARIA-614,18.00363157,-93.08815815
SAMARIA-619,18.0039567,-93.08817324
SAMARIA-623,18.0004607,-93.08725637
SAMARIA-625,17.98855109,-93.10778992
SAMARIA-626,18.00016105,-93.08725773
SAMARIA-62A,17.964796,-93.084969
SAMARIA-632,17.99584718,-93.08198294
SAMARIA-635,17.98515613,-93.0943582
SAMARIA-640,18.00196478,-93.09124339
SAMARIA-643,17.99627767,-93.10410195
SAMARIA-645,17.998997,-93.095592
SAMARIA-648,17.98871515,-93.10126482
SAMARIA-651,17.98908568,-93.10792758
SAMARIA-657,18.00332455,-93.09514142
SAMARIA-659,18.00312772,-93.0952557
SAMARIA-7011,17.97217459,-93.10901486
SAMARIA-7013,17.999602,-93.0848172
SAMARIA-7076,17.98072493,-93.09388076
SAMARIA-7084,17.98040118,-93.1039333
SAMARIA-7085,17.99513201,-93.10076105
SAMARIA-7092,17.99686292,-93.09519406
SAMARIA-71,17.972648,-93.080338
SAMARIA-7107,17.97166263,-93.08024229
SAMARIA-7111,17.97215797,-93.08024913
SAMARIA-7117,17.98040097,-93.1043111
SAMARIA-712,17.99727317,-93.07605194
SAMARIA-7121,18.00006918,-93.1074715
SAMARIA-7122,18.00026642,-93.10746491
SAMARIA-7128,18.00339152,-93.07042158
SAMARIA-717,17.99724175,-93.07549122
SAMARIA-7192,17.98072484,-93.09388076
SAMARIA-73A,17.972585,-93.070968
SAMARIA-75,17.972299,-93.061033
SAMARIA-76B,17.972497,-93.108604
SAMARIA-802,17.99660103,-93.10096327
SAMARIA-806,17.992476,-93.0945897
SAMARIA-810,17.991226,-93.145679
SAMARIA-812,17.99433736,-93.09816557
SAMARIA-813,17.999717,-93.087811
SAMARIA-815,17.998108,-93.098335
SAMARIA-816,17.9922978,-93.100948
SAMARIA-819,17.988464,-93.089149
SAMARIA-823,17.9941158,-93.0980946
SAMARIA-824,17.9998291,-93.095016
SAMARIA-825,17.99142539,-93.10442563
SAMARIA-827,17.98891054,-93.10540025
SAMARIA-836,17.992469,-93.100942
SAMARIA-839,17.99206346,-93.09455532
SAMARIA-841,17.9940894,-93.1037856
SAMARIA-846,17.99737908,-93.09787112
SAMARIA-850,17.995484,-93.100854
SAMARIA-856,17.98822671,-93.1010182
SAMARIA-859,17.9924501,-93.08835323
SAMARIA-864,17.98831595,-93.08898411
SAMARIA-867,17.98833026,-93.08912513
SAMARIA-868,17.9966232,-93.0949913
SAMARIA-87,17.980967,-93.056778
SAMARIA-870,17.99987098,-93.08787309
SAMARIA-875,18.00640951,-93.07840773
SAMARIA-881,17.992222,-93.095019
SAMARIA-882,17.992324,-93.094818
SAMARIA-883,17.98725,-93.09814
SAMARIA-885,17.99710602,-93.07584737
SAMARIA-889,17.996299,-93.103051
SAMARIA-893,17.995969,-93.103522
SAMARIA-894,17.9884363,-93.1086916
SAMARIA-898,17.9884667,-93.10854928
SAMARIA-905,17.98894215,-93.1054423
SAMARIA-910,18.00010473,-93.08788133
SAMARIA-919,18.00662432,-93.09450536
SAMARIA-91A,17.988627,-93.088871
SAMARIA-920,18.00670207,-93.09465475
SAMARIA-926,17.99223133,-93.08859757
SAMARIA-932,17.99227578,-93.08846243
SAMARIA-942,17.99592846,-93.08172662
SAMARIA-943,18.00690933,-93.09505312
SAMARIA-948,18.0032799,-93.0943337
SAMARIA-949,17.98720266,-93.0976767
SAMARIA-95,17.988276,-93.071124
SAMARIA-951,17.99425044,-93.0844534
SAMARIA-964,17.99162565,-93.09465276
SAMARIA-965,17.99084415,-93.08442005
SAMARIA-966,17.99891389,-93.0846879
SAMARIA-968,17.99941842,-93.08413583
SAMARIA-96A,17.988181,-93.11828
SAMARIA-971,17.98523274,-93.09518046
SAMARIA-972,17.9971863,-93.09746484
SAMARIA-973,17.98949,-93.10933
SAMARIA-974,17.988251,-93.108497
SAMARIA-984,17.99697138,-93.07573821
SAMARIA-99,17.989049,-93.051576
SAMARIA-991,17.98810933,-93.10042222
SAMARIA-994,18.00310575,-93.09489428
SAMARIA-995,17.99178358,-93.10413936
SAN RAMON-1601A,18.24154966,-93.92539728
SAN RAMÓN-1601A,18.24154966,-93.92539728
SAN RAMON-1602,18.23789631,-93.89919651
SAN RAMÓN-1602,18.23789631,-93.89919651
SAN RAMON-1603,18.24674653,-93.90231977
SAN RAMÓN-1603,18.24674653,-93.90231977
SAN RAMON-1612,18.2323631,-93.92210598
SAN RAMON-1613,18.24526257,-93.89899755
SAN RAMÓN-1613,18.24526257,-93.89899755
SAN RAMON-1614,18.23601385,-93.896039
SAN RAMÓN-1614,18.23601385,-93.896039
SAN RAMON-1615,18.23985739,-93.92179951
SAN RAMON-1617,18.23774919,-93.89909673
SAN RAMON-1618,18.23763331,-93.89902227
SAN RAMON-1619,18.23381245,-93.92510015
SAN RAMON-1620,18.23743424,-93.92492816
SAN RAMON-1621,18.22922394,-93.91613328
SAN RAMON-1622,18.23047972,-93.90524486
SAN RAMON-1623,18.23776812,-93.93160298
SAN RAMON-27,18.239703,-93.908951
SAN RAMÓN-27,18.239703,-93.908951
SAN RAMON-43,18.239716,-93.915408
SAN RAMON-500,18.237594,-93.925249
SAN RAMON-500D,18.23738442,-93.92506314
SAN RAMON-501,18.237671,-93.925356
SAN RAMÓN-501,18.237671,-93.925356
SAN RAMON-502,18.2378828,-93.9250672
SAN RAMON-503D,18.23441236,-93.92583544
SAN RAMON-504,18.232515,-93.902391
SAN RAMON-504D,18.234021,-93.89877219
SAN RAMON-505,18.2285361,-93.9084428
SAN RAMÓN-505,18.2285361,-93.9084428
SAN RAMON-505D,18.22873594,-93.90864324
SAN RAMON-506,18.2324653,-93.9087907
SAN RAMÓN-506,18.2324653,-93.9087907
SAN RAMON-507,18.2287289,-93.9087627
SAN RAMÓN-507,18.2287289,-93.9087627
SAN RAMON-508,18.2324075,-93.9023128
SAN RAMON-510,18.23757,-93.925483
SAN RAMON-511,18.2418133,-93.9186841
SAN RAMON-511D,18.24161416,-93.91862652
SAN RAMON-512,18.2342481,-93.8988137
SAN RAMON-513,18.233991,-93.9250119
SAN RAMON-513D,18.23416937,-93.92580947
SAN RAMON-514,18.23955,-93.9024594
SAN RAMON-514D,18.23890253,-93.90299706
SAN RAMON-515,18.2381446,-93.9184191
SAN RAMON-515D,18.23797556,-93.91823326
SAN RAMON-516,18.2378897,-93.9188313
SAN RAMÓN-516,18.2378897,-93.9188313
SAN RAMON-517,18.2376792,-93.931757
SAN RAMON-519,18.2339718,-93.9252119
SAN RAMON-520,18.2294308,-93.9162094
SAN RAMÓN-520,18.2294308,-93.9162094
SAN RAMON-521,18.23395892,-93.92544518
SAN RAMON-525,18.23972407,-93.92180335
SAN RAMON-526,18.2379569,-93.9183728
SAN RAMÓN-526,18.2379569,-93.9183728
SAN RAMON-527,18.2375791,-93.9318244
SAN RAMON-528,18.243247,-93.908921
SAN RAMON-530,18.2341128,-93.8990926
SAN RAMON-531,18.23043904,-93.90557282
SAN RAMON-532,18.23608626,-93.90894632
SAN RAMON-533,18.23218545,-93.9088188
SAN RAMON-534,18.23030716,-93.90538346
SAN RAMÓN-534,18.23030716,-93.90538346
SAN RAMON-536,18.2374827,-93.931892
SAN RAMON-537,18.2393242,-93.9026403
SAN RAMON-537D,18.23908583,-93.90333944
SAN RAMON-538,18.2374127,-93.9251878
SAN RAMON-539,18.2343361,-93.9318441
SAN RAMÓN-539,18.2343361,-93.9318441
SAN RAMON-540,18.2394962,-93.9025608
SAN RAMON-540D,18.23902131,-93.90289515
SAN RAMON-541,18.2397998,-93.9023475
SAN RAMON-541D,18.23887837,-93.90269504
SAN RAMON-542,18.23025,-93.931556
SAN RAMON-544,18.23418123,-93.91861283
SAN RAMON-545,18.23412275,-93.91836805
SAN RAMON-546,18.22929625,-93.91641436
SAN RAMÓN-546,18.22929625,-93.91641436
SAN RAMON-547,18.23247105,-93.90866547
SAN RAMÓN-547,18.23247105,-93.90866547
SAN RAMON-548,18.23396435,-93.89905657
SAN RAMÓN-548,18.23396435,-93.89905657
SAN RAMON-549,18.23429307,-93.92542274
SAN RAMON-550,18.2392326,-93.9027173
SAN RAMON-551,18.23914136,-93.90279486
SAN RAMÓN-551,18.23914136,-93.90279486
SAN RAMON-552,18.23386388,-93.89899288
SAN RAMÓN-552,18.23386388,-93.89899288
SAN RAMON-553,18.23782059,-93.91837696
SAN RAMON-554,18.24687873,-93.90240189
SAN RAMÓN-554,18.24687873,-93.90240189
SAN RAMON-555,18.24164441,-93.92550315
SAN RAMÓN-555,18.24164441,-93.92550315
SÁNCHEZ MAGALLANES-1029,18.090527,-93.888942
SÁNCHEZ MAGALLANES-1047,18.087932,-93.889934
SÁNCHEZ MAGALLANES-1049,18.085776,-93.886844
SÁNCHEZ MAGALLANES-1408,18.10181526,-93.87469463
SÁNCHEZ MAGALLANES-141A,18.153195,-93.8786368
SÁNCHEZ MAGALLANES-141T,18.153524,-93.87853
SÁNCHEZ MAGALLANES-1458,18.10154755,-93.88132355
SÁNCHEZ MAGALLANES-163D,18.151581,-93.879553
SÁNCHEZ MAGALLANES-164,18.151559,-93.877639
SÁNCHEZ MAGALLANES-172,18.146799,-93.888039
SÁNCHEZ MAGALLANES-172T,18.146733,-93.887977
SÁNCHEZ MAGALLANES-173D,18.146883,-93.886106
SÁNCHEZ MAGALLANES-175,18.145284,-93.888957
SÁNCHEZ MAGALLANES-1908,18.0861332,-93.8867353
SÁNCHEZ MAGALLANES-1916,18.08267232,-93.88120801
SÁNCHEZ MAGALLANES-192,18.15934,-93.893735
SÁNCHEZ MAGALLANES-1934,18.10157109,-93.88105745
SÁNCHEZ MAGALLANES-2005,18.14990418,-93.8873414
SÁNCHEZ MAGALLANES-2006,18.14428248,-93.87946715
SÁNCHEZ MAGALLANES-2014,18.10462802,-93.87916518
SÁNCHEZ MAGALLANES-216T,18.15469,-93.877682
SÁNCHEZ MAGALLANES-239,18.16086,-93.888885
SÁNCHEZ MAGALLANES-253D,18.1452983,-93.8813678
SÁNCHEZ MAGALLANES-254,18.143729,-93.882323
SÁNCHEZ MAGALLANES-273,18.149847,-93.878588
SÁNCHEZ MAGALLANES-279,18.154817,-93.876045
SÁNCHEZ MAGALLANES-282,18.148506,-93.877623
SÁNCHEZ MAGALLANES-282D,18.148466,-93.8777
SÁNCHEZ MAGALLANES-329,18.151548,-93.873882
SÁNCHEZ MAGALLANES-924,18.090503,-93.877692
SÁNCHEZ MAGALLANES-931,18.16243,-93.903177
SÁNCHEZ MAGALLANES-948,18.085825,-93.883104
SANTUARIO-120,18.251339,-93.51908
SANTUARIO-121,18.255942,-93.515416
SANTUARIO-122,18.259386,-93.507977
SANTUARIO-123,18.2671541,-93.50135977
SANTUARIO-124,18.251738,-93.51953
SANTUARIO-125,18.256188,-93.515922
SANTUARIO-126,18.26715484,-93.50107616
SANTUARIO-127,18.25935558,-93.50777868
SANTUARIO-128,18.256103,-93.515442
SANTUARIO-130,18.251471,-93.519468
SANTUARIO-131,18.259287,-93.507704
SANTUARIO-133,18.2556234,-93.51275368
SANTUARIO-137,18.26698825,-93.50121748
SANTUARIO-13D,18.2642915,-93.506635
SANTUARIO-14D,18.2561109,-93.5047628
SANTUARIO-16D,18.2641624,-93.5065026
SANTUARIO-17T,18.2586196,-93.5044321
SANTUARIO-18,18.2584914,-93.5045655
SANTUARIO-208,18.2583895,-93.5044582
SANTUARIO-28,18.256752,-93.509821
SANTUARIO-28D,18.2577445,-93.5051821
SANTUARIO-28H,18.2585176,-93.5043247
SANTUARIO-30,18.2566646,-93.5096791
SANTUARIO-304,18.2559709,-93.5042801
SANTUARIO-305,18.2560729,-93.5043874
SANTUARIO-31D,18.253241,-93.516018
SANTUARIO-31T,18.2568431,-93.5096797
SANTUARIO-34,18.253328,-93.516039
SANTUARIO-34T,18.2583152,-93.5043046
SANTUARIO-35T,18.2562769,-93.504602
SANTUARIO-3D,18.2561749,-93.5044947
SANTUARIO-401,18.2788949,-93.46171731
SANTUARIO-402,18.2788933,-93.46232424
SANTUARIO-403,18.2789759,-93.46185471
SANTUARIO-5D,18.26442,-93.506767
SEN-11,18.308597,-92.920384
SEN-111,18.30950691,-92.92787654
SEN-118,18.3323216,-92.9413049
SEN-13,18.308597,-92.920175
SEN-138,18.332641,-92.94097
SEN-201,18.3318104,-92.9421079
SEN-212,18.3325847,-92.94186229
SEN-213,18.3396449,-92.9419022
SEN-3,18.299454,-92.919981
SEN-51,18.318469,-92.927133
SEN-63,18.291073,-92.919594
SEN-73,18.318572,-92.92724
SEN-97,18.332929,-92.940937
SEN-99,18.3322897,-92.9416059
SHISHITO-11,17.784672,-92.685297
SHISHITO-12,17.780419,-92.678113
SHISHITO-14,17.78470535,-92.68569113
SHISHITO-15,17.785009,-92.685048
SHISHITO-16,17.79042885,-92.68747969
SHISHITO-17,17.79051772,-92.68737207
SHISHITO-2,17.780115,-92.678228
SHISHITO-21,17.7791909,-92.6871059
SHISHITO-25,17.779258,-92.687017
SHISHITO-41,17.7749638,-92.6862267
SHISHITO-45,17.779202,-92.687368
SHISHITO-5,17.790648,-92.687298
SHISHITO-6,17.78467285,-92.68543872
