Pozo,Latitude,Longitude
LOS SOLDADOS-452,17.96475243,-94.12899666
LOS SOLDADOS-453,17.96733543,-94.11971347
LOS SOLDADOS-454,17.9834444,-94.12417742
LOS SOLDADOS-455,17.979848,-94.129975
LOS SOLDADOS-474,17.9833097,-94.1241438
LOS SOLDADOS-474D,17.98299286,-94.12396104
LOS SOLDADOS-475,17.9831928,-94.1241312
LOS SOLDADOS-477,17.9830188,-94.10960357
LOS SOLDADOS-478,17.9677474,-94.1193375
LOS SOLDADOS-478D,17.96758332,-94.11974647
LOS SOLDADOS-479,17.96481157,-94.12883528
LOS SOLDADOS-481,17.96769206,-94.11949277
LOS SOLDADOS-482,17.98292004,-94.10953713
LOS SOLDADOS-483,17.9675828,-94.1195379
LOS SOLDADOS-483D,17.9674903,-94.1194999
LOS SOLDADOS-484,17.982769,-94.115604
LOS SOLDADOS-485,17.98288159,-94.11552864
LOS SOLDADOS-486,17.982945,-94.124191
LOS SOLDADOS-487,17.96768502,-94.12762435
LOS SOLDADOS-489,17.965077,-94.122267
LOS SOLDADOS-489D,17.96495981,-94.12219261
LOS SOLDADOS-490,17.99182069,-94.12906653
LOS SOLDADOS-491,17.96783966,-94.11964865
LOS SOLDADOS-492A,17.98318492,-94.1242876
LOS SOLDADOS-493,17.98297766,-94.10973335
LOS SOLDADOS-494,17.98290606,-94.12431038
LOS SOLDADOS-495,17.98318714,-94.10965703
LOS SOLDADOS-497,17.96388949,-94.10684639
LOS SOLDADOS-498,17.96747843,-94.11966139
LOS SOLDADOS-499,17.95955768,-94.11237991
LOS SOLDADOS-500,17.96759937,-94.12785148
LOS SOLDADOS-501,17.97256772,-94.11426922
LOS SOLDADOS-502,17.98299286,-94.12396086
LOS SOLDADOS-503,17.97268561,-94.12403936
LOS SOLDADOS-504,17.97877607,-94.10945401
LOS SOLDADOS-859,17.96497747,-94.12235939
LUNA-16,18.474211,-92.806896
LUNA-18,18.474223,-92.807
LUNA-34,18.468692,-92.798599
MADREFIL-1,18.1627405,-93.3183918
MADREFIL-11,18.16229973,-93.31826407
MADREFIL-3A,18.16235768,-93.31798999
MADREFIL-51,18.16270812,-93.31869254
MADREFIL-61,18.1721994,-93.3342131
MADREFIL-62,18.173282,-93.335689
MADREFIL-64,18.16203750,-93.3183239
MALVA-85,17.49318586,-93.22789841
MOLOACAN-111,17.985929,-94.370707
MOLOACÁN-111,17.985929,-94.370707
MOLOACAN-112,17.985046,-94.367871
MOLOACÁN-112,17.985046,-94.367871
MOLOACAN-132,17.98919,-94.36675
MOLOACÁN-132,17.98919,-94.36675
MOLOACAN-186,17.980843,-94.369719
MOLOACÁN-186,17.980843,-94.369719
MOLOACAN-313,18.001434,-94.351648
MOLOACÁN-313,18.001434,-94.351648
MOLOACAN-319,18.005111,-94.351832
MOLOACÁN-319,18.005111,-94.351832
MOLOACAN-324,18.003418,-94.355041
MOLOACÁN-324,18.003418,-94.355041
MOLOACAN-325,17.999826,-94.354931
MOLOACÁN-325,17.999826,-94.354931
MOLOACAN-327,18.000457,-94.353575
MOLOACÁN-327,18.000457,-94.353575
MOLOACAN-329,17.999684,-94.351777
MOLOACÁN-329,17.999684,-94.351777
MOLOACAN-337,18.001606,-94.345293
MOLOACÁN-337,18.001606,-94.345293
MOLOACAN-339,18.001443,-94.355001
MOLOACÁN-339,18.001443,-94.355001
MOLOACAN-340,18.004202,-94.353729
MOLOACÁN-340,18.004202,-94.353729
MOLOACAN-343,18.000498,-94.35683
MOLOACÁN-343,18.000498,-94.35683
MOLOACAN-346,17.998719,-94.353523
MOLOACÁN-346,17.998719,-94.353523
MOLOACAN-347,17.995275,-94.353496
MOLOACÁN-347,17.995275,-94.353496
MOLOACAN-350,17.996784,-94.356657
MOLOACÁN-350,17.996784,-94.356657
MOLOACAN-351,17.997109,-94.353501
MOLOACÁN-351,17.997109,-94.353501
MOLOACAN-355,18.005042,-94.355089
MOLOACÁN-355,18.005042,-94.355089
MOLOACAN-365,18.003368,-94.358343
MOLOACÁN-365,18.003368,-94.358343
MOLOACAN-367,17.993774,-94.359673
MOLOACÁN-367,17.993774,-94.359673
MOLOACAN-375,17.999669,-94.358331
MOLOACÁN-375,17.999669,-94.358331
MOLOACAN-376,17.997914,-94.358003
MOLOACÁN-376,17.997914,-94.358003
MOLOACAN-387,17.99695,-94.360072
MOLOACÁN-387,17.99695,-94.360072
MOLOACAN-388,17.995991,-94.35834
MOLOACÁN-388,17.995991,-94.35834
MOLOACAN-391,17.992626,-94.358611
MOLOACÁN-391,17.992626,-94.358611
MOLOACAN-395,18.007305,-94.346639
MOLOACÁN-395,18.007305,-94.346639
MOLOACAN-4,17.984786,-94.375392
MOLOACÁN-4,17.984786,-94.375392
MOLOACAN-406,18.010543,-94.348688
MOLOACÁN-406,18.010543,-94.348688
MOLOACAN-408,18.008706,-94.345373
MOLOACÁN-408,18.008706,-94.345373
MOLOACAN-409,18.01046,-94.351768
MOLOACÁN-409,18.01046,-94.351768
MOLOACAN-414,17.992989,-94.362479
MOLOACÁN-414,17.992989,-94.362479
MOLOACAN-421,18.014716,-94.344039
MOLOACÁN-421,18.014716,-94.344039
MOLOACAN-422,18.010453,-94.345325
MOLOACÁN-422,18.010453,-94.345325
MOLOACAN-428,17.996102,-94.361688
MOLOACÁN-428,17.996102,-94.361688
MOLOACAN-438,18.013059,-94.34996
MOLOACÁN-438,18.013059,-94.34996
MOLOACAN-440,17.98975,-94.363102
MOLOACÁN-440,17.98975,-94.363102
MOLOACAN-442,17.987076,-94.361683
MOLOACÁN-442,17.987076,-94.361683
MOLOACAN-454,17.997269,-94.363356
MOLOACÁN-454,17.997269,-94.363356
MOLOACAN-459,18.015853,-94.345384
MOLOACÁN-459,18.015853,-94.345384
MOLOACAN-461,17.9962,-94.36491
MOLOACÁN-461,17.9962,-94.36491
MOLOACAN-462,17.9887,-94.365536
MOLOACÁN-462,17.9887,-94.365536
MOLOACAN-468,18.014584,-94.350337
MOLOACÁN-468,18.014584,-94.350337
MOLOACAN-470,18.014818,-94.353291
MOLOACÁN-470,18.014818,-94.353291
MOLOACAN-475,18.017671,-94.34854
MOLOACÁN-475,18.017671,-94.34854
MOLOACAN-483,17.995287,-94.366446
MOLOACÁN-483,17.995287,-94.366446
MOLOACAN-485,17.996034,-94.368329
MOLOACÁN-485,17.996034,-94.368329
MOLOACAN-503,17.975383,-94.379478
MOLOACÁN-503,17.975383,-94.379478
MOLOACAN-511,17.978202,-94.377862
MOLOACÁN-511,17.978202,-94.377862
MOLOACAN-513,17.979904,-94.37468
MOLOACÁN-513,17.979904,-94.37468
MOLOACAN-514,17.978096,-94.374792
MOLOACÁN-514,17.978096,-94.374792
MOLOACAN-515,17.980862,-94.372987
MOLOACÁN-515,17.980862,-94.372987
MOLOACAN-518,17.97545,-94.382867
MOLOACÁN-518,17.97545,-94.382867
MOLOACAN-617,18.015378,-94.339531
MOLOACÁN-617,18.015378,-94.339531
MOLOACAN-620,18.01577,-94.336002
MOLOACÁN-620,18.01577,-94.336002
MOLOACAN-624,18.018731,-94.334423
MOLOACÁN-624,18.018731,-94.334423
MOLOACAN-625,18.016228,-94.334106
MOLOACÁN-625,18.016228,-94.334106
MOLOACAN-633,18.014209,-94.334221
MOLOACÁN-633,18.014209,-94.334221
MOLOACAN-640,18.014402,-94.341071
MOLOACÁN-640,18.014402,-94.341071
MOLOACAN-646,18.024248,-94.332205
MOLOACÁN-646,18.024248,-94.332205
MOLOACAN-648,18.008237,-94.339524
MOLOACÁN-648,18.008237,-94.339524
MOLOACAN-656,18.011563,-94.3428
MOLOACÁN-656,18.011563,-94.3428
MOLOACAN-661,18.024366,-94.329476
MOLOACÁN-661,18.024366,-94.329476
MOLOACAN-664,18.027199,-94.331372
MOLOACÁN-664,18.027199,-94.331372
MOLOACAN-667,18.019803,-94.33504
MOLOACÁN-667,18.019803,-94.33504
MOLOACAN-683,18.005949,-94.342589
MOLOACÁN-683,18.005949,-94.342589
MOLOACAN-686,18.016336,-94.328059
MOLOACÁN-686,18.016336,-94.328059
MOLOACAN-689,18.028723,-94.331489
MOLOACÁN-689,18.028723,-94.331489
MOLOACAN-690,18.026731,-94.330049
MOLOACÁN-690,18.026731,-94.330049
MOLOACAN-699,18.004842,-94.342843
MOLOACÁN-699,18.004842,-94.342843
MOLOACAN-701,18.003716,-94.341132
MOLOACÁN-701,18.003716,-94.341132
MOLOACAN-705,18.001787,-94.34114
MOLOACÁN-705,18.001787,-94.34114
MOLOACAN-713,18.029643,-94.329978
MOLOACÁN-713,18.029643,-94.329978
MOLOACAN-801,17.964533,-94.379498
MOLOACÁN-801,17.964533,-94.379498
MOLOACAN-802,17.96368,-94.381169
MOLOACÁN-802,17.96368,-94.381169
MOLOACAN-803,17.965397,-94.377854
MOLOACÁN-803,17.965397,-94.377854
MOLOACAN-812,17.965484,-94.381125
MOLOACÁN-812,17.965484,-94.381125
MOLOACAN-823,17.963576,-94.377888
MOLOACÁN-823,17.963576,-94.377888
MOLOACAN-842,17.95998,-94.381114
MOLOACÁN-842,17.95998,-94.381114
MOLOACAN-857,17.972576,-94.374577
MOLOACÁN-857,17.972576,-94.374577
MOLOACAN-863,17.960176,-94.37811
MOLOACÁN-863,17.960176,-94.37811
MOLOACAN-893,17.974408,-94.377848
MOLOACÁN-893,17.974408,-94.377848
MOLOACAN-979,17.967218,-94.387723
MOLOACÁN-979,17.967218,-94.387723
MORA-1,18.097289,-93.43261
MORA-121,18.096187,-93.413753
MORA-13A,18.0969658,-93.423387
MORA-2,18.097293,-93.442047
MORA-22A,18.0880435,-93.42782166
MORA-25,18.088261,-93.408936
MORA-3,18.113808,-93.423137
MORA-43,18.081644,-93.41365
MUNDO NUEVO-201,17.733632,-93.252329
MUNDO NUEVO-2A,17.728855,-93.235552
MUNDO NUEVO-51,17.7287,-93.22544
MUSPAC-14,17.48339253,-93.38545235
MUSPAC-2,17.48134034,-93.37614231
MUSPAC-22,17.48350128,-93.3853113
MUSPAC-42,17.48120512,-93.37594424
MUSPAC-52,17.48596347,-93.36920059
MUSPAC-55,17.47985853,-93.36116356
MUSPAC-84,17.47722788,-93.36619729
MUSPAC-94,17.47218747,-93.35926477
NARVAEZ-10,18.453373,-92.224657
NARVÁEZ-10,18.453373,-92.224657
NARVAEZ-11,18.452555,-92.224092
NARVAEZ-13,18.44858037,-92.23555977
NARVÁEZ-13,18.44858037,-92.23555977
NARVAEZ-14,18.424003,-92.242287
NARVÁEZ-14,18.424003,-92.242287
NARVAEZ-17,18.44865063,-92.23568152
NARVAEZ-3DI,18.454006,-92.225019
NARVAEZ-3DS,18.453664,-92.224734
NARVAEZ-3T,18.453807,-92.225074
NARVAEZ-7,18.452772,-92.224313
NARVÁEZ-7,18.452772,-92.224313
NARVAEZ-8,18.46496148,-92.22536839
NARVÁEZ-8,18.46496148,-92.22536839
NELASH-1,17.892724,-93.91009
NELASH-11,17.8928978,-93.9101254
NELASH-14,17.89239957,-93.90965036
NELASH-21,17.8892364,-93.9177812
NELASH-22,17.8889643,-93.9178438
NELASH-4,17.8925915,-93.9100171
NELASH-43,17.89233108,-93.90974205
NISPERO-1107,17.90557108,-93.15402634
NISPERO-86A,17.898054,-93.12855
NISPERO-90,17.905491,-93.153912
NISPERO-96A,17.904638,-93.134969
NISPERO-98A,17.904376,-93.14448
OGARRIO-1205,18.021344,-93.956776
OGARRIO-1207,18.03629161,-93.96117941
OGARRIO-1215,18.03192,-93.957371
OGARRIO-1217,18.0320478,-93.9575137
OGARRIO-1233,18.03191897,-93.95752219
OGARRIO-1235,18.032031,-93.957052
OGARRIO-1237,18.0318968,-93.9568496
OGARRIO-1239,18.0319409,-93.9577401
OGARRIO-1253,18.034362,-93.958925
OGARRIO-1255,18.03623561,-93.96144371
OGARRIO-1269,18.017726,-93.950174
OGARRIO-1273,18.0363863,-93.9617572
OGARRIO-1275,18.03608705,-93.96113069
OGARRIO-1279,18.03621449,-93.96158341
OGARRIO-1283,18.03203294,-93.95790398
OGARRIO-1295,18.03616146,-93.96128734
OGARRIO-1303,18.019946,-93.9535326
OGARRIO-1305,18.0088167,-93.9341905
OGARRIO-1307,18.015746,-93.946738
OGARRIO-1309,18.0159502,-93.9466945
OGARRIO-1315,18.01980616,-93.94666053
OGARRIO-1319,18.0197051,-93.9467236
OGARRIO-1325,18.00503099,-93.93385768
OGARRIO-1325D,18.004757,-93.934095
OGARRIO-1329,18.0067964,-93.937137
OGARRIO-1333,18.01584128,-93.94653951
OGARRIO-1401,17.994176,-93.93163
OGARRIO-1403,17.9904966,-93.9272372
OGARRIO-1405,17.9889866,-93.9304676
OGARRIO-1407,17.9940822,-93.9276874
OGARRIO-1407D,17.99405265,-93.9273975
OGARRIO-1409,17.99947419,-93.93084635
OGARRIO-1411,17.992517,-93.930856
OGARRIO-1411D,17.99313654,-93.93066029
OGARRIO-1413,17.992971,-93.930405
OGARRIO-1415,17.997546,-93.933409
OGARRIO-1417,18.001184,-93.9339539
OGARRIO-1419,17.99266,-93.930893
OGARRIO-1421,17.992752,-93.930387
OGARRIO-1423,17.990799,-93.929204
OGARRIO-1423D,17.99323706,-93.93073184
OGARRIO-1425,18.00487016,-93.93394241
OGARRIO-1425D,18.00485726,-93.93403141
OGARRIO-1429,18.0012701,-93.9338704
OGARRIO-1429D,18.00116371,-93.93377205
OGARRIO-1431,17.997201,-93.932222
OGARRIO-1432,17.995925,-93.934596
OGARRIO-1433,17.99304108,-93.93058886
OGARRIO-1435,17.99772734,-93.93393606
OGARRIO-1443,17.992752,-93.930387
OGARRIO-1451,17.997763,-93.933697
OGARRIO-1452,17.996646,-93.936014
OGARRIO-1452D,17.99766333,-93.93397927
OGARRIO-1453,17.9941295,-93.927457
OGARRIO-1471,17.99412447,-93.93397273
OGARRIO-1472,18.003298,-93.941554
OGARRIO-1473,17.9904176,-93.9271596
OGARRIO-1476,18.0031637,-93.9370572
OGARRIO-1476D,18.0030221,-93.93698102
OGARRIO-1480,17.9996141,-93.930647
OGARRIO-1480D,17.99935181,-93.9308663
OGARRIO-1482,17.9995116,-93.9307072
OGARRIO-1483,17.99777925,-93.94037711
OGARRIO-1483D,17.99791627,-93.94028424
OGARRIO-1484,18.00878874,-93.94672949
OGARRIO-1485,17.99081402,-93.93383386
OGARRIO-1486,17.99090811,-93.9339271
OGARRIO-1487,18.00316981,-93.93061988
OGARRIO-1488,18.00305467,-93.93712278
OGARRIO-1489,18.00668627,-93.93718116
OGARRIO-1490,18.02142605,-93.95651481
OGARRIO-1491,18.00317048,-93.94355982
OGARRIO-1492,18.01246394,-93.94662877
OGARRIO-1500,18.00664317,-93.93706693
OGARRIO-1501,18.06753093,-93.95239089
OGARRIO-1503,18.06747914,-93.95250115
OGARRIO-1504,18.06353079,-93.95286546
OGARRIO-1510,17.99779577,-93.92738674
OGARRIO-1511,17.99033182,-93.92707564
OGARRIO-1512,17.99265179,-93.93706406
OGARRIO-1513,17.99754035,-93.93387926
OGARRIO-1514,18.00465725,-93.93416032
OGARRIO-1515,17.98144091,-93.91621244
OGARRIO-1516,18.00127656,-93.92745924
OGARRIO-1517,17.97618862,-93.913225
OGARRIO-1518,17.97607486,-93.91325642
OGARRIO-1519,18.004812,-93.933855
OGARRIO-1520,18.00657687,-93.93722621
OGARRIO-1521,18.00137808,-93.92739744
OGARRIO-1526,18.02324473,-93.95317329
OGARRIO-1527,18.06768442,-93.95238548
OGARRIO-1528,18.02149773,-93.9567504
OGARRIO-1529,18.01990733,-93.94659816
OGARRIO-1600,18.03196978,-93.95802919
OGARRIO-1601,18.03188934,-93.95821296
OGARRIO-1602,18.00646328,-93.93727944
OGARRIO-1603,17.99931321,-93.93064215
OGARRIO-1604,18.01598343,-93.9339455
OGARRIO-1605,18.00703403,-93.94360824
OGARRIO-272,18.03426,-93.924146
OGARRIO-30,18.02544,-93.922183
OGARRIO-31,18.024373,-93.920636
OGARRIO-4,18.028896,-93.920908
OGARRIO-554,18.038542,-93.927422
OGARRIO-56,18.031157,-93.924896
OGARRIO-57,18.030088,-93.923377
OGARRIO-705,17.970791,-93.909877
OGARRIO-707,17.976228,-93.913158
OGARRIO-718,17.972592,-93.906702
OGARRIO-723,17.97271517,-93.91279672
OGARRIO-724,17.97264602,-93.91297202
OGARRIO-801,18.00136,-93.940353
OGARRIO-802,18.005039,-93.940421
OGARRIO-802D,18.005046,-93.940403
OGARRIO-803,18.003225,-93.936987
OGARRIO-803D,18.003301,-93.936865
OGARRIO-804,17.999671,-93.937065
OGARRIO-804T,17.99958,-93.937013
OGARRIO-805,17.997727,-93.940328
OGARRIO-811,18.006877,-93.937086
OGARRIO-812,18.001365,-93.933776
OGARRIO-812D,18.001411,-93.933676
OGARRIO-813,17.997805,-93.933844
OGARRIO-813D,17.99785,-93.933786
OGARRIO-815,18.005033,-93.933792
OGARRIO-815D,18.005084,-93.933789
OGARRIO-816,17.999615,-93.93055
OGARRIO-817,17.996007,-93.930561
OGARRIO-817D,17.99602,-93.930585
OGARRIO-818,17.994196,-93.93382
OGARRIO-818D,17.99418,-93.933877
OGARRIO-822,18.003236,-93.930548
OGARRIO-824,17.994201,-93.927287
OGARRIO-827,17.992413,-93.930559
OGARRIO-829,17.990591,-93.927281
OGARRIO-832D,17.98875,-93.93051
OGARRIO-850,17.987372,-93.927801
OGARRIO-850D,17.987352,-93.927721
OGARRIO-85D,18.036217,-93.924174
OGARRIO-903,17.99628433,-93.93685467
OGARRIO-911,17.99044579,-93.92702051
OGARRIO-913,17.98158124,-93.92401068
OGARRIO-951,17.9890515,-93.9305803
OGARRIO-953,17.99399922,-93.92728822
OGARRIO-95C,18.039873,-93.927363
OGARRIO-95D,18.03977,-93.92743
OGARRIO-96D,18.038879,-93.925797
OGARRIO-975,17.983304,-93.927249
OGARRIO-977,17.98512,-93.92399
OGARRIO-997,17.988736,-93.923992
OTATES-12,18.08673776,-93.96248888
OTATES-13,18.095807,-93.952605
OTATES-14,18.099394,-93.952665
OTATES-17,18.086738,-93.962489
OTATES-26D,18.0885163,-93.9592948
OTATES-27,18.090384,-93.955901
OTATES-2D,18.097579,-93.95599
OTATES-500,18.0920988,-93.9592495
OTATES-501,18.0920401,-93.9593557
OTATES-503,18.08700733,-93.96237562
OTATES-504,18.09474987,-93.95476463
OTATES-505,18.0919133,-93.959559
OTATES-507,18.09784448,-93.9560239
OTATES-508,18.09758912,-93.95592319
OTATES-512,18.09184736,-93.95938212
OTATES-515,18.0832826,-93.9623641
OTATES-517,18.09450095,-93.95471367
OTATES-518,18.09198135,-93.95913554
OTATES-600,18.094081,-93.956085
OTATES-601,18.16491,-93.908361
OTATES-602,18.092216,-93.958935
OTATES-604,18.094777,-93.95444
OTATES-605,18.095826,-93.952689
OTATES-608,18.0978964,-93.94931952
OXIACAQUE-13,18.076393,-93.037444
OXIACAQUE-21,18.0626,-93.044725
OXIACAQUE-22,18.068963,-93.053193
OXIACAQUE-26,18.069186,-93.053291
OXIACAQUE-42,18.058886,-93.05375
OXIACAQUE-5001,18.069342,-93.0534502
OXIACAQUE-5003,18.0664861,-93.0534599
OXIACAQUE-6053,18.0862425,-93.03832824
PACHE-1,18.093611,-93.230553
PACHE-21,18.09365558,-93.23054691
PACHE-23,18.0935412,-93.2299988
PALANGRE-1,18.193294,-93.369429
PALANGRE-1DL,18.193519,-93.369466
PALAPA-201A,18.417765,-92.756883
PALAPA-302,18.4178735,-92.7569302
PANAL-102,18.02295899,-94.09569448
PANAL-32,18.02475109,-94.09224078
PAREDON-1D,17.91205,-93.3833
PAREDON-32A,17.92513,-93.387956
PAREDON-34,17.921106,-93.399644
PAREDON-3A,17.918494,-93.373484
PAREDÓN-3A,17.918494,-93.373484
PARETO-1,18.31060854,-93.30464202
PARETO-11,18.3084218,-93.3049252
PARETO-12,18.30885808,-93.30465997
PARETO-2,18.30841274,-93.30505378
PARETO-23,18.30760039,-93.30547382
PARETO-4,18.30808061,-93.30497286
PARETO-5,18.30832298,-93.30522764
PIJIJE-103,18.3963174,-92.8213771
PIJIJE-117,18.4228068,-92.8304449
PIJIJE-123,18.403159,-92.82643
PIJIJE-2,18.386103,-92.819987
PIJIJE-27,18.3864361,-92.8199365
PIJIJE-29,18.3866349,-92.8199362
PIJIJE-31,18.41016662,-92.83525446
PIJIJE-32,18.42211417,-92.83056249
PIJIJE-33,18.37948508,-92.81334875
PIJIJE-34,18.40369554,-92.82652289
PIJIJE-41,18.371646,-92.808561
PIJIJE-42,18.40347447,-92.82724124
PLATANAL-212,17.930577,-93.059261
PLATANAL-242,17.9385,-93.062563
PUERO CEIBA-113B,18.434807,-93.232038
PUERTO CEIBA T-1,18.434870,-93.241238
PUERTO CEIBA T-101A,18.434872,-93.241229
PUERTO CEIBA-103A,18.43494618,-93.2035891
PUERTO CEIBA-103C,18.43486369,-93.232149
PUERTO CEIBA-103D,18.434959,-93.232004
PUERTO CEIBA-106,18.43441623,-93.23218627
PUERTO CEIBA-107,18.436292,-93.221387
PUERTO CEIBA-108,18.43611719,-93.22138692
PUERTO CEIBA-111B,18.43601746,-93.22157627
PUERTO CEIBA-111C,18.4360174,-93.2215762
PUERTO CEIBA-112,18.43620727,-93.22157642
PUERTO CEIBA-113B,18.434807,-93.232038
PUERTO CEIBA-115,18.434717,-93.241199
PUERTO CEIBA-116,18.437993,-93.215064
PUERTO CEIBA-117,18.43747,-93.215166
PUERTO CEIBA-120,18.437335,-93.21474
PUERTO CEIBA-133,18.435665,-93.221386
PUERTO CEIBA-137A,18.437787,-93.214807
PUERTO CEIBA-153B,18.43737613,-93.21490571
PUERTO CEIBA-157,18.438057,-93.21583
PUERTO CEIBA-159,18.438058,-93.214883
PUERTO CEIBA-161,18.43434596,-93.24177372
RABASA-102,18.1276095,-94.2025562
RABASA-124,18.12902375,-94.20104453
RABASA-125,18.1292214,-94.2011775
RABASA-127,18.13580364,-94.20355484
RABASA-128,18.1280529,-94.20315186
RABASA-129,18.12684644,-94.19952562
RABASA-131,18.1288261,-94.2009116
RABASA-141,18.1277819,-94.2027457
RABASA-142,18.1278296,-94.2028579
RABASA-143,18.12701238,-94.19955369
RABASA-146,18.1291223,-94.20111108
RABASA-147,18.12687889,-94.1998004
RABASA-148,18.12749212,-94.19983766
RABASA-149,18.1286958,-94.2008898
RABASA-151,18.12738983,-94.19977713
RABASA-152,18.1417054,-94.2007215
RABASA-153,18.12859694,-94.20082339
RABASA-154,18.13557228,-94.2035991
RABASA-156,18.12912257,-94.20111099
RABASA-166,18.1278773,-94.2029702
RABASA-167,18.13582704,-94.20342617
RABASA-167D,18.13551823,-94.20308002
RABASA-168,18.12892494,-94.20097808
RABASA-169,18.135688,-94.203577
RABASA-171,18.12698118,-94.19986092
RABASA-173,18.135919,-94.203533
RABASA-174,18.13601906,-94.20371983
RABASA-176,18.13577909,-94.20376648
RABASA-178,18.1418278,-94.20084619
RABASA-179,18.142094,-94.20102599
RABASA-181,18.14217144,-94.20092604
RABASA-182,18.14155181,-94.20127862
RABASA-183,18.12720558,-94.19990432
RABASA-184,18.14181482,-94.20146246
RABASA-185,18.12735865,-94.20008257
RABASA-186,18.13547086,-94.20342941
RABASA-187,18.14189421,-94.20134089
RABASA-188,18.14162845,-94.20116137
RABASA-190,18.14176703,-94.20099606
RABASA-191,18.14190412,-94.20075124
RABASA-192,18.15353077,-94.22282771
RABASA-193,18.15384175,-94.22302516
RABASA-194,18.15399918,-94.22281234
RABASA-195,18.15375712,-94.22267624
RABASA-202,18.147748,-94.2179193
RABASA-203,18.147828,-94.217805
RABASA-205,18.14882,-94.2188308
RABASA-208,18.147909,-94.217691
RABASA-212,18.14182054,-94.2011099
RABASA-213,18.1417474,-94.2012416
RABASA-214,18.1358958,-94.2032371
RABASA-215,18.1415102,-94.2015992
RABASA-216,18.141342,-94.2010309
RABASA-217,18.1357514,-94.2033557
RABASA-218,18.1414307,-94.2012902
RASHA-1,18.599575,-92.57274
RASHA-2,18.59943889,-92.57268315
RASHA-3,18.59956162,-92.57264029
RIO NUEVO-1,17.830712,-93.099796
RIO NUEVO-1051,17.830449,-93.091145
RODADOR-197,18.215916,-93.970357
RODADOR-278,18.215933,-93.963806
RODADOR-298,18.219176,-93.9636
RODADOR-501,18.221226,-93.973541
RODADOR-501D,18.22092912,-93.97357821
RODADOR-503,18.216038,-93.970462
RODADOR-505,18.215948,-93.970536
RODADOR-507,18.219141,-93.963497
RODADOR-509,18.221345,-93.973613
RODADOR-511,18.21596849,-93.97702818
RODADOR-518,18.2195238,-93.970487
RODADOR-519,18.2176973,-93.9671793
RODADOR-520D,18.21957406,-93.97079891
RODADOR-601,18.2159038,-93.9705437
RODADOR-602,18.2140807,-93.9737243
RODADOR-605,18.21580762,-93.970604
RODADOR-605D,18.2160538,-93.97078384
RODADOR-606,18.2175851,-93.9737308
RODADOR-608,18.219515,-93.97666327
RODADOR-608D,18.22110884,-93.97342639
RODADOR-609,18.2192316,-93.9706862
RODADOR-609D,18.21951142,-93.97069491
RODADOR-643,18.21902407,-93.963945
RODADOR-701,18.21600527,-93.97715444
RODADOR-702,18.22109375,-93.97370953
RODADOR-702D,18.22120111,-93.97387222
RODADOR-703,18.21746999,-93.97378698
RODADOR-704D,18.23044879,-93.98387446
RODADOR-705,18.23041856,-93.98374057
RODADOR-705 D,18.23043515,-93.98399658
RODADOR-706,18.21397,-93.97381963
RODADOR-707,18.21598311,-93.97066278
RODADOR-708,18.2209578,-93.97380174
RODADOR-709,18.2196754,-93.97700375
RODADOR-710,18.21967478,-93.97712669
RODADOR-711,18.21417442,-93.96718044
RODADOR-712,18.21759211,-93.97387229
RODADOR-713,18.22084032,-93.97380109
RODADOR-714,18.23057912,-93.98376663
RODADOR-715,18.23033476,-93.98367484
RODADOR-717,18.230614,-93.984028
RODADOR-83,18.215905,-93.97691
RODADOR-85,18.217723,-93.973655
RODADOR-85D,18.21771562,-93.97371884
S. MAGALLANES-1009,18.093634,-93.890905
S. MAGALLANES-1029,18.090527,-93.888942
S. MAGALLANES-1039,18.090527,-93.888942
S. MAGALLANES-1047,18.087932,-93.889934
S. MAGALLANES-1049,18.085776,-93.886844
S. MAGALLANES-1401,18.1077844,-93.87352
S. MAGALLANES-1402,18.102124,-93.878425
S. MAGALLANES-1408,18.10181526,-93.87469463
S. MAGALLANES-1414,18.101489,-93.877214
S. MAGALLANES-1418,18.101532,-93.876915
S. MAGALLANES-141A,18.153195,-93.8786368
S. MAGALLANES-141T,18.153524,-93.87853
S. MAGALLANES-1421,18.1016651,-93.8748699
S. MAGALLANES-1422,18.1016695,-93.8745164
S. MAGALLANES-143,18.148379,-93.887096
S. MAGALLANES-1432,18.10158601,-93.88093561
S. MAGALLANES-1434,18.101489,-93.877214
S. MAGALLANES-1454,18.10203355,-93.87460971
S. MAGALLANES-1458,18.10154755,-93.88132355
S. MAGALLANES-163D,18.151581,-93.879553
S. MAGALLANES-164,18.151559,-93.877639
S. MAGALLANES-172,18.146799,-93.888039
S. MAGALLANES-172T,18.146733,-93.887977
S. MAGALLANES-173D,18.146883,-93.886106
S. MAGALLANES-175,18.145284,-93.888957
S. MAGALLANES-1908,18.0861332,-93.8867353
S. MAGALLANES-1909,18.09517458,-93.88165403
S. MAGALLANES-1912,18.089019,-93.884427
S. MAGALLANES-1913,18.09529081,-93.88163552
S. MAGALLANES-1916,18.08267232,-93.88120801
S. MAGALLANES-192,18.15934,-93.893735
S. MAGALLANES-1934,18.10157109,-93.88105745
S. MAGALLANES-1939,18.1079079,-93.8738488
S. MAGALLANES-2000,18.0781155,-93.88285818
S. MAGALLANES-2005,18.14990418,-93.8873414
S. MAGALLANES-2006,18.14428248,-93.87946715
S. MAGALLANES-2007,18.144563,-93.885272
S. MAGALLANES-2008,18.06772831,-93.87769637
